Index,County,date,other,other,black,white,other,missing,Suppressed
"3,444",Dare,6/28/2021,0,0,6,82,26,13,6
"3,445",Dare,6/21/2021,0,0,3,71,34,3,5
"3,446",Dare,6/14/2021,0,0,5,66,31,3,5
"3,447",Dare,6/7/2021,0,0,4,118,34,7,1
"3,448",Dare,5/31/2021,0,0,0,89,17,6,4
"3,449",Dare,5/24/2021,0,0,6,184,28,15,11
"3,450",Dare,5/17/2021,0,0,6,466,47,18,11
"3,451",Dare,5/10/2021,0,0,3,211,24,39,9
"3,452",Dare,5/3/2021,0,0,1,131,49,3,6
"3,453",Dare,4/26/2021,0,0,2,187,58,7,7
"3,454",Dare,4/19/2021,0,0,10,188,56,9,7
"3,455",Dare,4/12/2021,0,0,15,529,51,42,15
"3,456",Dare,4/5/2021,0,0,40,"1,106",49,58,29
"3,457",Dare,3/29/2021,0,0,34,"1,482",45,54,31
"3,458",Dare,3/22/2021,0,0,41,"2,208",77,76,61
"3,459",Dare,3/15/2021,0,0,27,"1,025",42,20,18
"3,460",Dare,3/8/2021,0,0,66,"2,393",73,127,50
"3,461",Dare,3/1/2021,0,0,44,"1,400",38,57,14
"3,462",Dare,2/22/2021,0,0,6,725,9,9,5
"3,463",Dare,2/15/2021,0,0,5,289,6,10,5
"3,464",Dare,2/8/2021,0,0,7,358,14,2,3
"3,465",Dare,2/1/2021,0,0,13,998,30,,10
"3,466",Dare,1/25/2021,0,0,12,"1,594",50,3,13
"3,467",Dare,1/18/2021,0,0,40,"2,721",114,1,11
"3,468",Dare,1/11/2021,0,0,9,"1,072",60,18,6
"3,469",Dare,1/4/2021,0,0,15,662,25,19,9
"3,470",Dare,12/28/2020,0,0,2,173,5,1,2
"3,471",Dare,12/21/2020,0,0,4,175,4,,3
"3,472",Dare,12/14/2020,0,0,0,45,1,,0
"3,473",Davidson,4/24/2023,0,0,0,0,0,0,
"3,474",Davidson,4/17/2023,0,1,0,2,,0,
"3,475",Davidson,4/10/2023,1,0,2,8,0,1,
"3,476",Davidson,4/3/2023,0,0,5,6,0,1,
"3,477",Davidson,3/27/2023,0,1,1,5,1,2,
"3,478",Davidson,3/20/2023,0,0,2,7,1,5,
"3,479",Davidson,3/13/2023,0,0,4,11,1,5,
"3,480",Davidson,3/6/2023,0,0,1,6,2,0,
"3,481",Davidson,2/27/2023,0,2,5,9,2,1,
"3,482",Davidson,2/20/2023,0,0,1,8,0,1,
"3,483",Davidson,2/13/2023,0,0,4,3,1,5,
"3,484",Davidson,2/6/2023,0,0,0,9,3,2,
"3,485",Davidson,1/30/2023,0,0,1,11,0,1,
"3,486",Davidson,1/23/2023,0,0,6,17,1,3,
"3,487",Davidson,1/16/2023,0,0,6,8,0,6,
"3,488",Davidson,1/9/2023,0,0,6,10,1,2,
"3,489",Davidson,1/2/2023,0,0,4,9,1,7,
"3,490",Davidson,12/26/2022,0,2,2,6,1,3,
"3,491",Davidson,12/19/2022,0,0,5,5,4,2,
"3,492",Davidson,12/12/2022,1,0,1,18,4,9,
"3,493",Davidson,12/5/2022,0,1,2,12,2,3,
"3,494",Davidson,11/28/2022,0,1,2,14,1,4,
"3,495",Davidson,11/21/2022,0,0,3,11,1,3,
"3,496",Davidson,11/14/2022,0,0,4,11,4,3,
"3,497",Davidson,11/7/2022,0,0,2,20,4,4,
"3,498",Davidson,10/31/2022,0,0,6,17,2,4,
"3,499",Davidson,10/24/2022,0,2,4,9,5,4,
"3,500",Davidson,10/17/2022,0,1,2,15,4,6,
"3,501",Davidson,10/10/2022,0,2,4,13,3,4,
"3,502",Davidson,10/3/2022,0,0,5,9,8,6,
"3,503",Davidson,9/26/2022,1,1,7,19,3,2,
"3,504",Davidson,9/19/2022,0,0,0,23,3,4,
"3,505",Davidson,9/12/2022,0,0,2,19,4,7,
"3,506",Davidson,9/5/2022,0,5,11,17,2,7,
"3,507",Davidson,8/29/2022,0,0,13,30,4,7,
"3,508",Davidson,8/22/2022,0,2,9,32,7,6,
"3,509",Davidson,8/15/2022,0,0,6,41,11,6,
"3,510",Davidson,8/8/2022,3,1,14,40,8,10,
"3,511",Davidson,8/1/2022,0,0,10,39,9,13,
"3,512",Davidson,7/25/2022,1,0,8,38,4,10,
"3,513",Davidson,7/18/2022,1,0,13,38,11,5,
"3,514",Davidson,7/11/2022,0,2,10,43,9,4,
"3,515",Davidson,7/4/2022,0,3,10,40,17,3,
"3,516",Davidson,6/27/2022,0,0,12,40,9,6,
"3,517",Davidson,6/20/2022,0,0,10,37,6,2,
"3,518",Davidson,6/13/2022,0,0,8,38,7,6,
"3,519",Davidson,6/6/2022,0,1,13,32,5,0,
"3,520",Davidson,5/30/2022,0,2,11,34,9,7,
"3,521",Davidson,5/23/2022,0,3,3,27,6,4,
"3,522",Davidson,5/16/2022,0,2,7,20,3,1,
"3,523",Davidson,5/9/2022,0,0,10,32,3,0,
"3,524",Davidson,5/2/2022,0,1,11,35,1,5,
"3,525",Davidson,4/25/2022,0,1,9,42,6,8,
"3,526",Davidson,4/18/2022,0,1,10,37,3,11,
"3,527",Davidson,4/11/2022,0,4,8,34,9,3,
"3,528",Davidson,4/4/2022,0,0,8,29,9,3,
"3,529",Davidson,3/28/2022,0,2,6,38,3,5,
"3,530",Davidson,3/21/2022,0,5,7,48,11,7,
"3,531",Davidson,3/14/2022,5,5,9,62,3,9,
"3,532",Davidson,3/7/2022,1,2,11,60,13,3,
"3,533",Davidson,2/28/2022,0,1,13,62,5,3,
"3,534",Davidson,2/21/2022,2,5,10,116,8,10,
"3,535",Davidson,2/14/2022,1,4,16,80,19,5,
"3,536",Davidson,2/7/2022,2,1,15,105,34,6,
"3,537",Davidson,1/31/2022,1,4,21,123,32,14,
"3,538",Davidson,1/24/2022,2,11,41,162,26,21,
"3,539",Davidson,1/17/2022,0,4,37,109,27,15,
"3,540",Davidson,1/10/2022,0,14,56,293,45,21,
"3,541",Davidson,1/3/2022,3,13,87,364,46,21,
"3,542",Davidson,12/27/2021,1,13,69,332,58,21,
"3,543",Davidson,12/20/2021,3,11,51,273,23,26,
"3,544",Davidson,12/13/2021,3,13,55,276,32,27,
"3,545",Davidson,12/6/2021,3,11,56,310,53,58,
"3,546",Davidson,11/29/2021,2,10,85,380,77,66,
"3,547",Davidson,11/22/2021,0,8,58,315,70,43,
"3,548",Davidson,11/15/2021,1,22,98,458,72,56,
"3,549",Davidson,11/8/2021,7,16,87,613,80,67,
"3,550",Davidson,11/1/2021,0,9,49,320,49,37,
"3,551",Davidson,10/25/2021,6,4,46,322,38,38,
"3,552",Davidson,10/18/2021,0,3,35,239,41,39,
"3,553",Davidson,10/11/2021,0,2,52,260,44,27,
"3,554",Davidson,10/4/2021,6,13,81,433,54,58,
"3,555",Davidson,9/27/2021,8,8,101,533,41,54,
"3,556",Davidson,9/20/2021,3,11,84,619,69,85,
"3,557",Davidson,9/13/2021,10,16,106,748,82,69,
"3,558",Davidson,9/6/2021,8,13,104,813,68,129,
"3,559",Davidson,8/30/2021,7,10,125,"1,128",91,104,
"3,560",Davidson,8/23/2021,7,11,139,"1,297",110,155,
"3,561",Davidson,8/16/2021,8,18,157,"1,004",130,137,
"3,562",Davidson,8/9/2021,2,29,209,"1,144",122,170,
"3,563",Davidson,8/2/2021,8,22,203,"1,014",148,131,
"3,564",Davidson,7/26/2021,9,22,155,947,120,92,
"3,565",Davidson,7/19/2021,11,13,130,735,106,69,
"3,566",Davidson,7/12/2021,3,16,66,413,60,42,
"3,567",Davidson,7/5/2021,4,20,63,355,48,33,
"3,568",Davidson,6/28/2021,4,19,81,371,67,63,
"3,569",Davidson,6/21/2021,8,18,77,438,79,51,
"3,570",Davidson,6/14/2021,2,20,89,464,92,52,
"3,571",Davidson,6/7/2021,4,31,94,518,82,43,
"3,572",Davidson,5/31/2021,4,33,76,449,80,38,
"3,573",Davidson,5/24/2021,4,37,130,699,122,76,
"3,574",Davidson,5/17/2021,10,49,161,"1,155",179,108,
"3,575",Davidson,5/10/2021,4,34,178,"1,064",126,112,
"3,576",Davidson,5/3/2021,10,36,174,814,110,65,
"3,577",Davidson,4/26/2021,8,48,164,934,154,52,
"3,578",Davidson,4/19/2021,17,51,206,"1,280",193,81,
"3,579",Davidson,4/12/2021,14,73,253,"1,802",170,56,
"3,580",Davidson,4/5/2021,33,116,433,"3,391",283,146,
"3,581",Davidson,3/29/2021,22,85,343,"2,559",217,123,
"3,582",Davidson,3/22/2021,16,135,477,"3,323",316,98,
"3,583",Davidson,3/15/2021,22,140,427,"3,722",249,86,
"3,584",Davidson,3/8/2021,29,86,432,"3,695",216,117,
"3,585",Davidson,3/1/2021,15,50,365,"3,016",123,59,
"3,586",Davidson,2/22/2021,12,31,329,"3,280",70,62,
"3,587",Davidson,2/15/2021,1,13,109,601,23,4,
"3,588",Davidson,2/8/2021,20,38,294,"2,086",65,46,
"3,589",Davidson,2/1/2021,4,19,127,"1,436",53,117,
"3,590",Davidson,1/25/2021,6,27,139,"2,495",46,81,
"3,591",Davidson,1/18/2021,9,13,164,"2,830",72,25,
"3,592",Davidson,1/11/2021,7,20,104,"2,053",49,66,
"3,593",Davidson,1/4/2021,3,19,86,"1,947",58,334,
"3,594",Davidson,12/28/2020,7,16,62,695,22,110,
"3,595",Davidson,12/21/2020,3,28,48,928,16,1,
"3,596",Davidson,12/14/2020,2,0,3,65,,,
"3,597",Davie,4/24/2023,0,0,0,0,,,0
"3,598",Davie,4/17/2023,0,0,0,0,0,,0
"3,599",Davie,4/10/2023,0,0,0,0,0,,0
"3,600",Davie,4/3/2023,0,0,0,0,,,2
"3,601",Davie,3/27/2023,0,0,0,0,,,1
"3,602",Davie,3/20/2023,0,0,0,0,,,1
"3,603",Davie,3/13/2023,0,0,0,0,,,2
"3,604",Davie,3/6/2023,0,0,0,2,0,1,0
"3,605",Davie,2/27/2023,0,0,0,1,0,3,0
"3,606",Davie,2/20/2023,0,0,0,3,0,1,0
"3,607",Davie,2/13/2023,0,0,0,2,0,1,0
"3,608",Davie,2/6/2023,0,0,0,2,2,0,0
"3,609",Davie,1/30/2023,0,0,0,0,,,1
"3,610",Davie,1/23/2023,0,0,1,1,3,3,0
"3,611",Davie,1/16/2023,0,0,0,2,1,,0
"3,612",Davie,1/9/2023,0,0,1,4,0,0,0
"3,613",Davie,1/2/2023,0,0,1,3,0,2,0
"3,614",Davie,12/26/2022,0,0,0,2,0,1,0
"3,615",Davie,12/19/2022,0,0,0,1,0,2,0
"3,616",Davie,12/12/2022,0,0,0,0,0,0,0
"3,617",Davie,12/5/2022,0,0,0,2,0,2,1
"3,618",Davie,11/28/2022,0,0,1,4,0,0,0
"3,619",Davie,11/21/2022,0,0,0,0,,,2
"3,620",Davie,11/14/2022,0,0,0,0,0,4,3
"3,621",Davie,11/7/2022,0,0,1,4,4,5,0
"3,622",Davie,10/31/2022,0,0,0,5,0,2,0
"3,623",Davie,10/24/2022,0,0,0,0,,,2
"3,624",Davie,10/17/2022,0,0,0,8,0,1,0
"3,625",Davie,10/10/2022,0,0,0,3,1,0,0
"3,626",Davie,10/3/2022,0,0,0,1,2,0,0
"3,627",Davie,9/26/2022,0,0,0,4,1,2,0
"3,628",Davie,9/19/2022,0,0,1,5,0,1,0
"3,629",Davie,9/12/2022,0,0,1,2,1,5,1
"3,630",Davie,9/5/2022,0,0,1,2,0,3,0
"3,631",Davie,8/29/2022,0,0,0,5,0,2,0
"3,632",Davie,8/22/2022,0,0,1,3,3,0,3
"3,633",Davie,8/15/2022,0,0,0,2,3,2,0
"3,634",Davie,8/8/2022,0,0,2,8,2,4,0
"3,635",Davie,8/1/2022,0,0,0,9,2,2,0
"3,636",Davie,7/25/2022,0,0,1,7,1,0,0
"3,637",Davie,7/18/2022,0,0,1,14,0,3,0
"3,638",Davie,7/11/2022,0,0,3,10,8,2,2
"3,639",Davie,7/4/2022,0,0,3,18,6,0,0
"3,640",Davie,6/27/2022,0,0,1,15,3,4,0
"3,641",Davie,6/20/2022,0,0,0,24,3,0,1
"3,642",Davie,6/13/2022,0,0,0,11,1,4,0
"3,643",Davie,6/6/2022,0,0,0,15,2,0,0
"3,644",Davie,5/30/2022,0,0,1,4,0,1,0
"3,645",Davie,5/23/2022,0,0,0,9,0,1,0
"3,646",Davie,5/16/2022,0,0,1,10,1,0,0
"3,647",Davie,5/9/2022,0,0,4,17,0,1,3
"3,648",Davie,5/2/2022,0,0,0,9,1,0,0
"3,649",Davie,4/25/2022,0,0,4,5,0,0,0
"3,650",Davie,4/18/2022,0,0,0,7,2,1,0
"3,651",Davie,4/11/2022,0,0,1,6,1,1,0
"3,652",Davie,4/4/2022,0,0,1,10,2,0,0
"3,653",Davie,3/28/2022,0,0,1,9,3,1,0
"3,654",Davie,3/21/2022,0,0,0,12,4,1,0
"3,655",Davie,3/14/2022,0,0,1,7,3,0,1
"3,656",Davie,3/7/2022,0,0,1,6,6,0,0
"3,657",Davie,2/28/2022,0,0,2,13,2,5,1
"3,658",Davie,2/21/2022,0,0,1,14,5,3,1
"3,659",Davie,2/14/2022,0,0,3,18,12,1,3
"3,660",Davie,2/7/2022,0,0,6,30,6,1,3
"3,661",Davie,1/31/2022,0,0,3,25,9,2,0
"3,662",Davie,1/24/2022,0,0,10,40,5,2,1
"3,663",Davie,1/17/2022,0,0,6,31,3,4,1
"3,664",Davie,1/10/2022,0,0,13,69,13,9,1
"3,665",Davie,1/3/2022,0,0,7,78,16,4,0
"3,666",Davie,12/27/2021,0,0,15,86,11,9,1
"3,667",Davie,12/20/2021,0,0,12,73,10,10,1
"3,668",Davie,12/13/2021,0,0,4,92,16,7,1
"3,669",Davie,12/6/2021,0,0,12,87,22,10,4
"3,670",Davie,11/29/2021,0,0,14,96,11,18,3
"3,671",Davie,11/22/2021,0,0,8,81,5,6,1
"3,672",Davie,11/15/2021,0,0,13,142,15,12,4
"3,673",Davie,11/8/2021,0,0,22,170,8,15,7
"3,674",Davie,11/1/2021,0,0,15,146,11,14,3
"3,675",Davie,10/25/2021,0,0,8,69,5,7,1
"3,676",Davie,10/18/2021,0,0,11,55,6,6,1
"3,677",Davie,10/11/2021,0,0,13,76,3,10,1
"3,678",Davie,10/4/2021,0,0,11,105,5,10,4
"3,679",Davie,9/27/2021,0,0,18,117,14,13,1
"3,680",Davie,9/20/2021,0,0,7,146,16,9,4
"3,681",Davie,9/13/2021,0,0,15,155,18,15,2
"3,682",Davie,9/6/2021,0,0,20,169,15,30,1
"3,683",Davie,8/30/2021,0,0,20,233,23,21,10
"3,684",Davie,8/23/2021,0,0,18,289,19,28,8
"3,685",Davie,8/16/2021,0,0,28,274,22,24,10
"3,686",Davie,8/9/2021,0,0,24,317,26,39,2
"3,687",Davie,8/2/2021,0,0,26,284,21,33,7
"3,688",Davie,7/26/2021,0,0,34,289,40,39,10
"3,689",Davie,7/19/2021,0,0,17,222,16,12,8
"3,690",Davie,7/12/2021,0,0,15,118,19,12,3
"3,691",Davie,7/5/2021,0,0,6,98,10,11,7
"3,692",Davie,6/28/2021,0,0,12,101,20,13,3
"3,693",Davie,6/21/2021,0,0,12,126,17,19,2
"3,694",Davie,6/14/2021,0,0,15,104,19,25,5
"3,695",Davie,6/7/2021,0,0,14,147,10,20,2
"3,696",Davie,5/31/2021,0,0,11,100,14,21,4
"3,697",Davie,5/24/2021,0,0,28,207,30,30,3
"3,698",Davie,5/17/2021,0,0,31,370,40,52,11
"3,699",Davie,5/10/2021,0,0,27,286,27,59,5
"3,700",Davie,5/3/2021,0,0,22,171,27,45,7
"3,701",Davie,4/26/2021,0,0,27,328,34,26,6
"3,702",Davie,4/19/2021,0,0,31,308,32,34,8
"3,703",Davie,4/12/2021,0,0,38,445,37,41,11
"3,704",Davie,4/5/2021,0,0,61,932,58,51,20
"3,705",Davie,3/29/2021,0,0,56,654,35,24,21
"3,706",Davie,3/22/2021,0,0,73,942,94,40,30
"3,707",Davie,3/15/2021,0,0,89,"1,006",57,52,24
"3,708",Davie,3/8/2021,0,0,80,"1,144",66,27,23
"3,709",Davie,3/1/2021,0,0,65,"1,179",47,29,33
"3,710",Davie,2/22/2021,0,0,79,"1,010",37,16,20
"3,711",Davie,2/15/2021,0,0,12,99,6,2,2
"3,712",Davie,2/8/2021,0,0,36,567,21,13,13
"3,713",Davie,2/1/2021,0,0,37,688,46,129,11
"3,714",Davie,1/25/2021,0,0,37,844,19,14,19
"3,715",Davie,1/18/2021,0,0,37,"1,046",22,15,11
"3,716",Davie,1/11/2021,0,0,40,880,92,20,15
"3,717",Davie,1/4/2021,0,0,26,705,38,95,11
"3,718",Davie,12/28/2020,0,0,33,"1,153",21,63,10
"3,719",Davie,12/21/2020,0,0,10,417,20,,10
"3,720",Davie,12/14/2020,0,0,1,49,,1,0
"3,721",Duplin,4/24/2023,0,0,0,0,,0,
"3,722",Duplin,4/17/2023,0,0,0,0,0,0,
"3,723",Duplin,4/10/2023,0,0,0,0,,,2
"3,724",Duplin,4/3/2023,0,0,0,0,,,1
"3,725",Duplin,3/27/2023,0,0,0,0,2,1,
"3,726",Duplin,3/20/2023,0,0,0,0,,,2
"3,727",Duplin,3/13/2023,0,0,0,0,,,2
"3,728",Duplin,3/6/2023,0,0,1,2,0,,
"3,729",Duplin,2/27/2023,0,0,2,4,1,,
"3,730",Duplin,2/20/2023,0,0,0,6,1,0,
"3,731",Duplin,2/13/2023,0,0,0,0,,,2
"3,732",Duplin,2/6/2023,0,0,0,8,0,0,
"3,733",Duplin,1/30/2023,0,1,1,4,1,0,
"3,734",Duplin,1/23/2023,0,0,0,2,0,1,
"3,735",Duplin,1/16/2023,0,0,2,5,0,0,
"3,736",Duplin,1/9/2023,0,0,2,6,0,0,
"3,737",Duplin,1/2/2023,0,0,0,0,,,1
"3,738",Duplin,12/26/2022,0,0,0,0,3,,
"3,739",Duplin,12/19/2022,0,0,1,2,0,0,
"3,740",Duplin,12/12/2022,0,0,0,5,0,1,
"3,741",Duplin,12/5/2022,0,0,1,3,0,1,
"3,742",Duplin,11/28/2022,0,0,1,4,3,0,
"3,743",Duplin,11/21/2022,0,0,0,0,,,2
"3,744",Duplin,11/14/2022,0,0,2,7,3,0,
"3,745",Duplin,11/7/2022,0,0,1,8,2,0,
"3,746",Duplin,10/31/2022,0,0,1,4,3,1,
"3,747",Duplin,10/24/2022,0,0,6,7,3,1,
"3,748",Duplin,10/17/2022,0,0,1,2,1,0,
"3,749",Duplin,10/10/2022,0,0,0,4,1,1,
"3,750",Duplin,10/3/2022,0,0,2,9,2,0,
"3,751",Duplin,9/26/2022,0,0,1,1,2,0,
"3,752",Duplin,9/19/2022,0,0,4,4,2,0,
"3,753",Duplin,9/12/2022,0,1,4,9,8,1,
"3,754",Duplin,9/5/2022,0,0,0,1,3,1,
"3,755",Duplin,8/29/2022,0,0,1,11,3,2,
"3,756",Duplin,8/22/2022,0,0,11,16,2,2,
"3,757",Duplin,8/15/2022,1,1,1,8,0,1,
"3,758",Duplin,8/8/2022,0,0,4,13,2,0,
"3,759",Duplin,8/1/2022,0,0,6,9,3,1,
"3,760",Duplin,7/25/2022,0,0,2,4,0,0,
"3,761",Duplin,7/18/2022,1,0,6,13,3,1,
"3,762",Duplin,7/11/2022,0,0,6,12,1,1,
"3,763",Duplin,7/4/2022,0,0,0,2,1,0,
"3,764",Duplin,6/27/2022,0,0,1,8,3,0,
"3,765",Duplin,6/20/2022,0,0,3,5,10,0,
"3,766",Duplin,6/13/2022,0,0,1,9,1,0,
"3,767",Duplin,6/6/2022,0,0,2,6,1,5,
"3,768",Duplin,5/30/2022,0,0,5,9,4,1,
"3,769",Duplin,5/23/2022,0,0,7,6,5,1,
"3,770",Duplin,5/16/2022,0,0,5,1,0,2,
"3,771",Duplin,5/9/2022,0,0,2,12,2,4,
"3,772",Duplin,5/2/2022,0,0,4,2,7,1,
"3,773",Duplin,4/25/2022,0,0,6,3,1,1,
"3,774",Duplin,4/18/2022,0,0,6,17,3,1,
"3,775",Duplin,4/11/2022,0,0,4,6,4,0,
"3,776",Duplin,4/4/2022,0,1,4,5,5,0,
"3,777",Duplin,3/28/2022,1,1,9,11,7,2,
"3,778",Duplin,3/21/2022,0,0,5,5,6,1,
"3,779",Duplin,3/14/2022,2,0,3,7,2,5,
"3,780",Duplin,3/7/2022,0,0,7,14,2,1,
"3,781",Duplin,2/28/2022,0,1,3,11,3,1,
"3,782",Duplin,2/21/2022,0,0,5,23,6,4,
"3,783",Duplin,2/14/2022,0,0,15,26,11,10,
"3,784",Duplin,2/7/2022,0,2,11,11,4,5,
"3,785",Duplin,1/31/2022,0,0,18,22,9,11,
"3,786",Duplin,1/24/2022,0,0,21,45,26,5,
"3,787",Duplin,1/17/2022,1,1,25,48,38,2,
"3,788",Duplin,1/10/2022,0,1,21,30,9,3,
"3,789",Duplin,1/3/2022,1,0,70,123,46,10,
"3,790",Duplin,12/27/2021,0,0,48,83,26,10,
"3,791",Duplin,12/20/2021,0,0,22,40,11,14,
"3,792",Duplin,12/13/2021,2,4,37,102,34,18,
"3,793",Duplin,12/6/2021,0,1,59,138,26,18,
"3,794",Duplin,11/29/2021,2,0,56,105,23,12,
"3,795",Duplin,11/22/2021,1,0,38,73,37,18,
"3,796",Duplin,11/15/2021,1,1,52,117,62,21,
"3,797",Duplin,11/8/2021,1,2,74,147,24,25,
"3,798",Duplin,11/1/2021,0,0,31,62,11,14,
"3,799",Duplin,10/25/2021,1,0,41,53,85,14,
"3,800",Duplin,10/18/2021,1,0,26,52,27,14,
"3,801",Duplin,10/11/2021,0,2,35,62,24,9,
"3,802",Duplin,10/4/2021,1,2,60,95,18,13,
"3,803",Duplin,9/27/2021,2,2,55,72,16,21,
"3,804",Duplin,9/20/2021,0,2,57,104,27,44,
"3,805",Duplin,9/13/2021,3,0,73,198,17,21,
"3,806",Duplin,9/6/2021,0,1,85,218,36,32,
"3,807",Duplin,8/30/2021,2,5,148,324,38,36,
"3,808",Duplin,8/23/2021,0,1,178,509,133,125,
"3,809",Duplin,8/16/2021,3,4,117,341,79,38,
"3,810",Duplin,8/9/2021,2,5,145,359,74,25,
"3,811",Duplin,8/2/2021,2,12,150,364,132,37,
"3,812",Duplin,7/26/2021,2,7,133,200,56,47,
"3,813",Duplin,7/19/2021,5,1,72,152,104,11,
"3,814",Duplin,7/12/2021,1,0,61,154,123,13,
"3,815",Duplin,7/5/2021,1,2,27,72,106,13,
"3,816",Duplin,6/28/2021,1,3,52,75,41,17,
"3,817",Duplin,6/21/2021,2,7,91,157,82,18,
"3,818",Duplin,6/14/2021,0,2,70,112,40,13,
"3,819",Duplin,6/7/2021,1,0,64,114,50,8,
"3,820",Duplin,5/31/2021,2,1,61,75,25,11,
"3,821",Duplin,5/24/2021,4,2,73,132,72,30,
"3,822",Duplin,5/17/2021,5,6,109,174,84,32,
"3,823",Duplin,5/10/2021,1,4,76,146,73,24,
"3,824",Duplin,5/3/2021,0,5,86,146,52,29,
"3,825",Duplin,4/26/2021,2,5,105,175,71,33,
"3,826",Duplin,4/19/2021,3,1,97,172,54,27,
"3,827",Duplin,4/12/2021,1,10,140,218,205,26,
"3,828",Duplin,4/5/2021,3,9,213,450,111,73,
"3,829",Duplin,3/29/2021,0,3,215,477,207,29,
"3,830",Duplin,3/22/2021,3,18,393,817,283,58,
"3,831",Duplin,3/15/2021,3,13,287,790,135,44,
"3,832",Duplin,3/8/2021,4,14,250,653,255,104,
"3,833",Duplin,3/1/2021,1,5,291,854,87,58,
"3,834",Duplin,2/22/2021,3,3,397,985,44,38,
"3,835",Duplin,2/15/2021,0,0,39,76,16,1,
"3,836",Duplin,2/8/2021,3,3,392,763,55,5,
"3,837",Duplin,2/1/2021,3,3,257,657,31,39,
"3,838",Duplin,1/25/2021,3,3,131,629,26,9,
"3,839",Duplin,1/18/2021,1,4,129,541,47,10,
"3,840",Duplin,1/11/2021,3,3,239,754,233,59,
"3,841",Duplin,1/4/2021,2,2,32,208,6,66,
"3,842",Duplin,12/28/2020,0,2,31,140,7,23,
"3,843",Duplin,12/21/2020,0,1,17,80,1,1,
"3,844",Duplin,12/14/2020,0,0,4,33,,,
"3,845",Durham,4/24/2023,0,0,0,0,0,0,
"3,846",Durham,4/17/2023,1,0,6,8,8,2,
"3,847",Durham,4/10/2023,1,4,16,27,12,6,
"3,848",Durham,4/3/2023,0,0,16,13,9,5,
"3,849",Durham,3/27/2023,3,3,19,10,18,6,
"3,850",Durham,3/20/2023,1,7,22,21,10,7,
"3,851",Durham,3/13/2023,0,8,21,14,12,7,
"3,852",Durham,3/6/2023,0,4,27,23,18,8,
"3,853",Durham,2/27/2023,0,9,17,17,10,11,
"3,854",Durham,2/20/2023,0,3,25,23,9,6,
"3,855",Durham,2/13/2023,0,2,23,28,19,7,
"3,856",Durham,2/6/2023,1,5,27,31,16,8,
"3,857",Durham,1/30/2023,1,6,34,25,14,9,
"3,858",Durham,1/23/2023,0,7,23,28,25,11,
"3,859",Durham,1/16/2023,1,7,32,31,18,9,
"3,860",Durham,1/9/2023,1,4,32,22,24,15,
"3,861",Durham,1/2/2023,2,4,21,31,18,16,
"3,862",Durham,12/26/2022,0,3,17,17,2,2,
"3,863",Durham,12/19/2022,0,7,28,27,12,6,
"3,864",Durham,12/12/2022,0,3,35,34,25,8,
"3,865",Durham,12/5/2022,1,8,34,34,31,8,
"3,866",Durham,11/28/2022,0,4,51,63,22,14,
"3,867",Durham,11/21/2022,1,3,22,12,12,5,
"3,868",Durham,11/14/2022,1,8,56,55,27,9,
"3,869",Durham,11/7/2022,3,7,37,66,26,16,
"3,870",Durham,10/31/2022,1,8,41,45,29,9,
"3,871",Durham,10/24/2022,1,6,46,43,35,20,
"3,872",Durham,10/17/2022,1,10,47,61,26,13,
"3,873",Durham,10/10/2022,0,9,57,64,49,19,
"3,874",Durham,10/3/2022,0,7,52,52,24,23,
"3,875",Durham,9/26/2022,0,12,52,50,39,11,
"3,876",Durham,9/19/2022,1,10,78,90,27,16,
"3,877",Durham,9/12/2022,0,18,48,64,37,13,
"3,878",Durham,9/5/2022,1,8,38,69,29,6,
"3,879",Durham,8/29/2022,0,21,67,106,37,23,
"3,880",Durham,8/22/2022,1,22,91,99,40,23,
"3,881",Durham,8/15/2022,1,19,132,125,51,30,
"3,882",Durham,8/8/2022,2,21,106,136,36,32,
"3,883",Durham,8/1/2022,1,27,96,148,48,24,
"3,884",Durham,7/25/2022,5,16,108,141,76,22,
"3,885",Durham,7/18/2022,4,14,126,230,65,36,
"3,886",Durham,7/11/2022,0,35,129,244,61,20,
"3,887",Durham,7/4/2022,4,29,87,310,71,44,
"3,888",Durham,6/27/2022,3,32,138,607,87,51,
"3,889",Durham,6/20/2022,4,58,119,718,83,73,
"3,890",Durham,6/13/2022,3,7,53,30,22,12,
"3,891",Durham,6/6/2022,1,2,78,38,31,16,
"3,892",Durham,5/30/2022,0,2,56,37,26,7,
"3,893",Durham,5/23/2022,2,9,62,46,23,13,
"3,894",Durham,5/16/2022,2,5,64,40,30,17,
"3,895",Durham,5/9/2022,0,6,65,41,19,8,
"3,896",Durham,5/2/2022,0,4,53,31,23,12,
"3,897",Durham,4/25/2022,0,9,63,34,17,6,
"3,898",Durham,4/18/2022,1,2,81,50,26,11,
"3,899",Durham,4/11/2022,1,8,79,44,26,11,
"3,900",Durham,4/4/2022,0,5,70,58,42,9,
"3,901",Durham,3/28/2022,2,6,76,41,47,23,
"3,902",Durham,3/21/2022,1,8,87,52,50,16,
"3,903",Durham,3/14/2022,2,6,78,39,35,12,
"3,904",Durham,3/7/2022,2,7,96,42,50,33,
"3,905",Durham,2/28/2022,1,10,94,53,49,15,
"3,906",Durham,2/21/2022,1,12,118,58,102,30,
"3,907",Durham,2/14/2022,4,5,132,76,76,24,
"3,908",Durham,2/7/2022,3,16,182,86,123,48,
