Index,County,date,other,other,black,white,other,missing,Suppressed
"10,065",Rockingham,12/5/2022,0,0,2,6,1,0,
"10,066",Rockingham,11/28/2022,0,0,3,7,1,1,
"10,067",Rockingham,11/21/2022,0,0,2,1,0,0,
"10,068",Rockingham,11/14/2022,1,0,3,5,3,2,
"10,069",Rockingham,11/7/2022,0,0,5,7,2,1,
"10,070",Rockingham,10/31/2022,1,0,4,8,1,0,
"10,071",Rockingham,10/24/2022,0,0,4,5,0,1,
"10,072",Rockingham,10/17/2022,0,0,5,6,1,1,
"10,073",Rockingham,10/10/2022,1,0,7,10,2,1,
"10,074",Rockingham,10/3/2022,0,0,5,9,2,6,
"10,075",Rockingham,9/26/2022,0,0,6,7,0,5,
"10,076",Rockingham,9/19/2022,0,0,5,8,2,1,
"10,077",Rockingham,9/12/2022,0,1,3,11,7,1,
"10,078",Rockingham,9/5/2022,1,0,7,9,0,2,
"10,079",Rockingham,8/29/2022,0,0,3,7,1,2,
"10,080",Rockingham,8/22/2022,0,3,6,18,0,2,
"10,081",Rockingham,8/15/2022,0,1,11,13,6,2,
"10,082",Rockingham,8/8/2022,3,0,8,13,0,3,
"10,083",Rockingham,8/1/2022,0,1,7,19,0,6,
"10,084",Rockingham,7/25/2022,0,0,4,18,2,2,
"10,085",Rockingham,7/18/2022,0,0,10,39,7,8,
"10,086",Rockingham,7/11/2022,0,0,15,29,1,4,
"10,087",Rockingham,7/4/2022,0,0,8,15,1,2,
"10,088",Rockingham,6/27/2022,0,0,5,26,2,0,
"10,089",Rockingham,6/20/2022,0,0,8,22,3,3,
"10,090",Rockingham,6/13/2022,0,0,7,18,3,4,
"10,091",Rockingham,6/6/2022,0,0,4,14,4,3,
"10,092",Rockingham,5/30/2022,0,2,1,7,1,0,
"10,093",Rockingham,5/23/2022,0,0,3,10,0,2,
"10,094",Rockingham,5/16/2022,1,0,2,14,2,1,
"10,095",Rockingham,5/9/2022,0,0,3,12,1,3,
"10,096",Rockingham,5/2/2022,0,0,4,18,1,1,
"10,097",Rockingham,4/25/2022,0,0,8,17,3,2,
"10,098",Rockingham,4/18/2022,1,0,9,21,2,2,
"10,099",Rockingham,4/11/2022,0,0,12,20,1,1,
"10,100",Rockingham,4/4/2022,1,0,12,10,8,3,
"10,101",Rockingham,3/28/2022,1,0,10,13,3,4,
"10,102",Rockingham,3/21/2022,0,0,11,27,2,5,
"10,103",Rockingham,3/14/2022,0,0,9,18,1,2,
"10,104",Rockingham,3/7/2022,0,0,14,19,7,7,
"10,105",Rockingham,2/28/2022,0,0,14,18,3,6,
"10,106",Rockingham,2/21/2022,1,0,28,41,5,10,
"10,107",Rockingham,2/14/2022,1,0,24,35,5,7,
"10,108",Rockingham,2/7/2022,1,2,23,47,8,11,
"10,109",Rockingham,1/31/2022,1,1,31,46,18,22,
"10,110",Rockingham,1/24/2022,1,2,28,58,7,14,
"10,111",Rockingham,1/17/2022,0,5,21,58,15,12,
"10,112",Rockingham,1/10/2022,0,3,84,121,20,23,
"10,113",Rockingham,1/3/2022,0,1,71,132,14,42,
"10,114",Rockingham,12/27/2021,1,3,56,142,22,79,
"10,115",Rockingham,12/20/2021,0,0,35,98,12,37,
"10,116",Rockingham,12/13/2021,1,2,54,112,14,43,
"10,117",Rockingham,12/6/2021,0,2,67,111,18,38,
"10,118",Rockingham,11/29/2021,0,0,50,122,14,47,
"10,119",Rockingham,11/22/2021,0,3,26,90,9,26,
"10,120",Rockingham,11/15/2021,5,1,53,171,21,50,
"10,121",Rockingham,11/8/2021,1,0,56,189,24,35,
"10,122",Rockingham,11/1/2021,2,3,35,119,10,36,
"10,123",Rockingham,10/25/2021,0,1,35,120,12,40,
"10,124",Rockingham,10/18/2021,0,1,39,122,15,36,
"10,125",Rockingham,10/11/2021,3,3,38,98,10,44,
"10,126",Rockingham,10/4/2021,0,1,51,199,15,42,
"10,127",Rockingham,9/27/2021,1,3,64,186,16,50,
"10,128",Rockingham,9/20/2021,0,2,90,294,22,69,
"10,129",Rockingham,9/13/2021,2,2,83,285,27,61,
"10,130",Rockingham,9/6/2021,2,7,101,413,44,66,
"10,131",Rockingham,8/30/2021,3,6,93,427,57,50,
"10,132",Rockingham,8/23/2021,3,9,126,626,54,90,
"10,133",Rockingham,8/16/2021,2,5,154,496,38,92,
"10,134",Rockingham,8/9/2021,1,3,158,539,39,81,
"10,135",Rockingham,8/2/2021,3,5,139,457,65,93,
"10,136",Rockingham,7/26/2021,2,2,126,385,57,68,
"10,137",Rockingham,7/19/2021,1,9,108,321,30,33,
"10,138",Rockingham,7/12/2021,1,4,71,183,21,37,
"10,139",Rockingham,7/5/2021,1,1,61,183,19,27,
"10,140",Rockingham,6/28/2021,1,7,79,191,27,28,
"10,141",Rockingham,6/21/2021,2,6,71,195,39,56,
"10,142",Rockingham,6/14/2021,0,8,80,231,29,71,
"10,143",Rockingham,6/7/2021,1,3,67,265,35,44,
"10,144",Rockingham,5/31/2021,0,2,104,282,32,21,
"10,145",Rockingham,5/24/2021,3,9,134,468,47,52,
"10,146",Rockingham,5/17/2021,3,8,201,624,51,77,
"10,147",Rockingham,5/10/2021,0,7,156,493,44,60,
"10,148",Rockingham,5/3/2021,5,8,151,411,34,49,
"10,149",Rockingham,4/26/2021,6,8,147,576,44,41,
"10,150",Rockingham,4/19/2021,9,8,215,525,42,27,
"10,151",Rockingham,4/12/2021,4,21,239,812,50,46,
"10,152",Rockingham,4/5/2021,6,27,394,"1,401",96,79,
"10,153",Rockingham,3/29/2021,11,34,393,"1,574",105,54,
"10,154",Rockingham,3/22/2021,10,24,526,"1,948",121,38,
"10,155",Rockingham,3/15/2021,12,19,547,"1,863",87,40,
"10,156",Rockingham,3/8/2021,14,34,817,"1,873",113,35,
"10,157",Rockingham,3/1/2021,11,22,649,"2,227",95,25,
"10,158",Rockingham,2/22/2021,13,5,501,"2,129",74,30,
"10,159",Rockingham,2/15/2021,1,7,173,427,28,0,
"10,160",Rockingham,2/8/2021,6,12,429,"1,489",77,19,
"10,161",Rockingham,2/1/2021,7,6,604,"1,523",55,48,
"10,162",Rockingham,1/25/2021,3,3,99,592,13,15,
"10,163",Rockingham,1/18/2021,2,7,163,"1,394",50,13,
"10,164",Rockingham,1/11/2021,3,3,148,"1,158",80,23,
"10,165",Rockingham,1/4/2021,0,1,64,471,56,231,
"10,166",Rockingham,12/28/2020,2,2,57,285,8,34,
"10,167",Rockingham,12/21/2020,0,5,18,147,3,1,
"10,168",Rockingham,12/14/2020,0,0,1,15,,,
"10,169",Rowan,4/24/2023,0,0,0,0,,,
"10,170",Rowan,4/17/2023,0,0,0,0,,,2
"10,171",Rowan,4/10/2023,0,0,2,2,0,1,
"10,172",Rowan,4/3/2023,0,0,1,0,1,1,
"10,173",Rowan,3/27/2023,0,0,2,3,1,3,
"10,174",Rowan,3/20/2023,0,0,0,3,1,0,
"10,175",Rowan,3/13/2023,0,0,2,2,3,3,
"10,176",Rowan,3/6/2023,0,0,3,1,2,3,
"10,177",Rowan,2/27/2023,1,0,2,1,0,4,
"10,178",Rowan,2/20/2023,0,0,1,3,1,4,
"10,179",Rowan,2/13/2023,0,1,4,3,0,0,
"10,180",Rowan,2/6/2023,0,0,1,3,0,1,
"10,181",Rowan,1/30/2023,0,0,0,6,2,6,
"10,182",Rowan,1/23/2023,0,0,2,2,0,3,
"10,183",Rowan,1/16/2023,0,0,0,5,1,0,
"10,184",Rowan,1/9/2023,0,0,2,8,2,4,
"10,185",Rowan,1/2/2023,0,0,8,12,4,4,
"10,186",Rowan,12/26/2022,0,1,2,2,0,4,
"10,187",Rowan,12/19/2022,0,0,2,4,1,3,
"10,188",Rowan,12/12/2022,0,0,1,3,1,2,
"10,189",Rowan,12/5/2022,0,0,2,6,3,2,
"10,190",Rowan,11/28/2022,0,0,3,1,0,1,
"10,191",Rowan,11/21/2022,0,0,7,3,0,0,
"10,192",Rowan,11/14/2022,0,1,11,18,2,1,
"10,193",Rowan,11/7/2022,0,0,5,5,4,0,
"10,194",Rowan,10/31/2022,0,0,4,7,2,2,
"10,195",Rowan,10/24/2022,0,0,5,14,2,5,
"10,196",Rowan,10/17/2022,3,2,21,28,4,2,
"10,197",Rowan,10/10/2022,1,2,8,10,4,2,
"10,198",Rowan,10/3/2022,0,0,11,17,2,1,
"10,199",Rowan,9/26/2022,0,0,35,35,8,1,
"10,200",Rowan,9/19/2022,0,1,4,7,6,2,
"10,201",Rowan,9/12/2022,0,1,14,10,2,1,
"10,202",Rowan,9/5/2022,0,0,3,7,2,4,
"10,203",Rowan,8/29/2022,0,0,5,7,4,8,
"10,204",Rowan,8/22/2022,0,0,6,15,3,3,
"10,205",Rowan,8/15/2022,0,0,19,26,3,3,
"10,206",Rowan,8/8/2022,0,1,13,14,3,1,
"10,207",Rowan,8/1/2022,0,0,18,28,3,8,
"10,208",Rowan,7/25/2022,3,2,20,33,4,9,
"10,209",Rowan,7/18/2022,0,1,20,26,1,10,
"10,210",Rowan,7/11/2022,0,0,16,32,5,5,
"10,211",Rowan,7/4/2022,0,3,9,30,6,4,
"10,212",Rowan,6/27/2022,0,0,11,29,5,2,
"10,213",Rowan,6/20/2022,0,3,12,41,4,8,
"10,214",Rowan,6/13/2022,1,0,6,15,6,7,
"10,215",Rowan,6/6/2022,0,0,14,18,4,2,
"10,216",Rowan,5/30/2022,1,0,6,29,10,5,
"10,217",Rowan,5/23/2022,0,0,8,33,2,4,
"10,218",Rowan,5/16/2022,0,0,6,24,7,6,
"10,219",Rowan,5/9/2022,1,1,17,27,6,3,
"10,220",Rowan,5/2/2022,0,0,7,24,7,5,
"10,221",Rowan,4/25/2022,0,2,18,36,3,9,
"10,222",Rowan,4/18/2022,0,2,17,60,6,4,
"10,223",Rowan,4/11/2022,0,1,11,25,1,6,
"10,224",Rowan,4/4/2022,0,1,13,27,3,8,
"10,225",Rowan,3/28/2022,3,2,16,35,8,4,
"10,226",Rowan,3/21/2022,0,0,20,45,10,9,
"10,227",Rowan,3/14/2022,0,0,29,55,15,9,
"10,228",Rowan,3/7/2022,0,3,28,62,12,5,
"10,229",Rowan,2/28/2022,0,2,25,37,11,9,
"10,230",Rowan,2/21/2022,0,1,20,47,17,7,
"10,231",Rowan,2/14/2022,0,6,22,72,20,7,
"10,232",Rowan,2/7/2022,0,1,29,54,16,13,
"10,233",Rowan,1/31/2022,2,0,32,71,37,17,
"10,234",Rowan,1/24/2022,6,2,49,81,44,24,
"10,235",Rowan,1/17/2022,1,9,37,83,24,24,
"10,236",Rowan,1/10/2022,4,6,71,187,49,25,
"10,237",Rowan,1/3/2022,0,5,101,245,70,39,
"10,238",Rowan,12/27/2021,2,4,70,175,45,22,
"10,239",Rowan,12/20/2021,1,6,74,144,30,32,
"10,240",Rowan,12/13/2021,3,12,58,173,35,44,
"10,241",Rowan,12/6/2021,1,4,72,251,50,43,
"10,242",Rowan,11/29/2021,2,1,115,255,45,50,
"10,243",Rowan,11/22/2021,0,3,39,138,17,25,
"10,244",Rowan,11/15/2021,1,8,72,219,47,53,
"10,245",Rowan,11/8/2021,6,11,100,378,44,50,
"10,246",Rowan,11/1/2021,1,7,55,214,34,33,
"10,247",Rowan,10/25/2021,1,4,61,226,27,28,
"10,248",Rowan,10/18/2021,0,3,54,183,23,20,
"10,249",Rowan,10/11/2021,4,1,59,167,28,36,
"10,250",Rowan,10/4/2021,3,5,101,299,36,54,
"10,251",Rowan,9/27/2021,3,2,104,325,49,50,
"10,252",Rowan,9/20/2021,4,8,105,498,72,57,
"10,253",Rowan,9/13/2021,6,12,115,435,81,43,
"10,254",Rowan,9/6/2021,8,5,124,526,86,66,
"10,255",Rowan,8/30/2021,5,11,160,695,102,76,
"10,256",Rowan,8/23/2021,9,4,187,630,95,122,
"10,257",Rowan,8/16/2021,10,10,176,629,125,109,
"10,258",Rowan,8/9/2021,5,10,232,610,151,89,
"10,259",Rowan,8/2/2021,6,18,229,696,150,112,
"10,260",Rowan,7/26/2021,7,13,185,582,156,75,
"10,261",Rowan,7/19/2021,6,13,120,561,126,65,
"10,262",Rowan,7/12/2021,4,6,118,313,112,43,
"10,263",Rowan,7/5/2021,5,11,105,265,93,37,
"10,264",Rowan,6/28/2021,5,13,122,262,74,45,
"10,265",Rowan,6/21/2021,9,12,148,332,87,48,
"10,266",Rowan,6/14/2021,8,16,109,287,78,46,
"10,267",Rowan,6/7/2021,7,12,119,379,114,32,
"10,268",Rowan,5/31/2021,4,10,131,390,117,48,
"10,269",Rowan,5/24/2021,6,20,133,498,155,63,
"10,270",Rowan,5/17/2021,10,30,185,801,151,108,
"10,271",Rowan,5/10/2021,7,25,168,700,99,105,
"10,272",Rowan,5/3/2021,8,13,181,572,126,66,
"10,273",Rowan,4/26/2021,7,23,212,833,145,50,
"10,274",Rowan,4/19/2021,17,47,238,"1,079",134,73,
"10,275",Rowan,4/12/2021,21,53,349,"1,462",195,108,
"10,276",Rowan,4/5/2021,9,82,472,"2,216",256,134,
"10,277",Rowan,3/29/2021,21,55,383,"1,894",181,83,
"10,278",Rowan,3/22/2021,14,57,354,"1,799",174,68,
"10,279",Rowan,3/15/2021,14,37,334,"1,613",151,62,
"10,280",Rowan,3/8/2021,16,70,368,"2,043",118,85,
"10,281",Rowan,3/1/2021,10,24,311,"1,764",61,48,
"10,282",Rowan,2/22/2021,5,18,252,"1,468",58,53,
"10,283",Rowan,2/15/2021,3,7,95,474,26,5,
"10,284",Rowan,2/8/2021,11,35,571,"2,741",139,53,
"10,285",Rowan,2/1/2021,7,17,199,998,54,104,
"10,286",Rowan,1/25/2021,3,11,150,"1,278",35,72,
"10,287",Rowan,1/18/2021,8,27,216,"2,073",120,43,
"10,288",Rowan,1/11/2021,4,25,132,"1,328",34,174,
"10,289",Rowan,1/4/2021,5,17,72,"1,007",60,238,
"10,290",Rowan,12/28/2020,2,12,57,730,32,180,
"10,291",Rowan,12/21/2020,0,8,13,264,7,3,
"10,292",Rowan,12/14/2020,0,0,3,28,,,
"10,293",Rutherford,4/24/2023,0,0,0,0,,,0
"10,294",Rutherford,4/17/2023,0,0,0,0,0,,0
"10,295",Rutherford,4/10/2023,0,0,0,3,,,0
"10,296",Rutherford,4/3/2023,0,0,0,0,0,,0
"10,297",Rutherford,3/27/2023,0,0,0,0,,,2
"10,298",Rutherford,3/20/2023,0,0,0,0,,,1
"10,299",Rutherford,3/13/2023,0,0,0,0,,,1
"10,300",Rutherford,3/6/2023,0,0,0,0,,,1
"10,301",Rutherford,2/27/2023,0,0,0,0,,,2
"10,302",Rutherford,2/20/2023,0,0,0,0,,,1
"10,303",Rutherford,2/13/2023,0,0,0,0,,,2
"10,304",Rutherford,2/6/2023,0,0,0,0,,,2
"10,305",Rutherford,1/30/2023,0,0,0,2,,1,1
"10,306",Rutherford,1/23/2023,0,0,0,0,,,2
"10,307",Rutherford,1/16/2023,0,0,0,3,0,0,0
"10,308",Rutherford,1/9/2023,0,0,2,9,0,0,0
"10,309",Rutherford,1/2/2023,0,0,0,0,0,0,0
"10,310",Rutherford,12/26/2022,0,0,1,3,0,0,0
"10,311",Rutherford,12/19/2022,0,0,0,3,,0,0
"10,312",Rutherford,12/12/2022,0,0,1,11,0,0,0
"10,313",Rutherford,12/5/2022,0,0,1,2,,0,0
"10,314",Rutherford,11/28/2022,0,0,1,3,0,1,0
"10,315",Rutherford,11/21/2022,0,0,0,6,0,0,0
"10,316",Rutherford,11/14/2022,0,0,0,4,0,0,1
"10,317",Rutherford,11/7/2022,0,0,1,5,0,0,0
"10,318",Rutherford,10/31/2022,0,0,0,3,0,0,0
"10,319",Rutherford,10/24/2022,0,0,2,3,0,1,0
"10,320",Rutherford,10/17/2022,0,0,0,5,0,1,0
"10,321",Rutherford,10/10/2022,0,0,0,4,0,0,0
"10,322",Rutherford,10/3/2022,0,0,0,0,0,0,0
"10,323",Rutherford,9/26/2022,0,0,0,0,,,2
"10,324",Rutherford,9/19/2022,0,0,3,1,0,0,0
"10,325",Rutherford,9/12/2022,0,0,1,4,0,0,0
"10,326",Rutherford,9/5/2022,0,0,0,6,0,,0
"10,327",Rutherford,8/29/2022,0,0,0,3,,1,0
"10,328",Rutherford,8/22/2022,0,0,0,5,2,2,0
"10,329",Rutherford,8/15/2022,0,0,3,14,0,0,0
"10,330",Rutherford,8/8/2022,0,0,4,8,0,0,0
"10,331",Rutherford,8/1/2022,0,0,0,11,0,0,1
"10,332",Rutherford,7/25/2022,0,0,6,7,,2,0
"10,333",Rutherford,7/18/2022,0,0,1,6,0,0,0
"10,334",Rutherford,7/11/2022,0,0,5,14,2,1,0
"10,335",Rutherford,7/4/2022,0,0,4,14,2,1,1
"10,336",Rutherford,6/27/2022,0,0,0,11,0,0,0
"10,337",Rutherford,6/20/2022,0,0,4,12,0,0,0
"10,338",Rutherford,6/13/2022,0,0,5,4,1,2,0
"10,339",Rutherford,6/6/2022,0,0,6,8,2,1,0
"10,340",Rutherford,5/30/2022,0,0,4,7,0,1,0
"10,341",Rutherford,5/23/2022,0,0,8,9,1,0,0
"10,342",Rutherford,5/16/2022,0,0,3,10,0,1,0
"10,343",Rutherford,5/9/2022,0,0,2,4,1,2,0
"10,344",Rutherford,5/2/2022,0,0,4,6,0,1,0
"10,345",Rutherford,4/25/2022,0,0,4,8,0,0,0
"10,346",Rutherford,4/18/2022,0,0,3,8,2,0,0
"10,347",Rutherford,4/11/2022,0,0,3,13,2,0,0
"10,348",Rutherford,4/4/2022,0,0,1,13,2,1,0
"10,349",Rutherford,3/28/2022,0,0,3,11,2,0,0
"10,350",Rutherford,3/21/2022,0,0,10,13,1,2,2
"10,351",Rutherford,3/14/2022,0,0,4,16,2,3,0
"10,352",Rutherford,3/7/2022,0,0,6,21,3,3,0
"10,353",Rutherford,2/28/2022,0,0,6,14,0,0,0
"10,354",Rutherford,2/21/2022,0,0,8,30,2,3,0
"10,355",Rutherford,2/14/2022,0,0,5,21,1,1,0
"10,356",Rutherford,2/7/2022,0,0,7,40,3,1,0
"10,357",Rutherford,1/31/2022,0,0,6,30,3,2,1
"10,358",Rutherford,1/24/2022,0,0,8,51,0,4,0
"10,359",Rutherford,1/17/2022,0,0,11,29,4,8,0
"10,360",Rutherford,1/10/2022,0,0,12,57,5,4,3
"10,361",Rutherford,1/3/2022,0,0,32,81,22,8,3
"10,362",Rutherford,12/27/2021,0,0,15,69,12,6,1
"10,363",Rutherford,12/20/2021,0,0,6,46,3,9,2
"10,364",Rutherford,12/13/2021,0,0,15,66,10,12,3
"10,365",Rutherford,12/6/2021,0,0,18,71,16,10,3
"10,366",Rutherford,11/29/2021,0,0,36,130,15,23,4
"10,367",Rutherford,11/22/2021,0,0,18,76,5,8,1
"10,368",Rutherford,11/15/2021,0,0,18,108,7,17,2
"10,369",Rutherford,11/8/2021,0,0,20,145,12,22,2
"10,370",Rutherford,11/1/2021,0,0,18,103,9,10,4
"10,371",Rutherford,10/25/2021,0,0,18,61,9,9,0
"10,372",Rutherford,10/18/2021,0,0,16,75,3,8,1
"10,373",Rutherford,10/11/2021,0,0,14,68,4,16,1
"10,374",Rutherford,10/4/2021,0,0,17,148,11,32,2
"10,375",Rutherford,9/27/2021,0,0,28,146,12,26,5
"10,376",Rutherford,9/20/2021,0,0,41,226,14,40,1
"10,377",Rutherford,9/13/2021,0,0,29,281,11,48,4
"10,378",Rutherford,9/6/2021,0,0,41,379,17,105,0
"10,379",Rutherford,8/30/2021,0,0,67,420,13,69,2
"10,380",Rutherford,8/23/2021,0,0,89,608,33,45,9
"10,381",Rutherford,8/16/2021,0,0,48,373,20,20,4
"10,382",Rutherford,8/9/2021,0,0,68,385,32,45,2
"10,383",Rutherford,8/2/2021,0,0,76,317,28,44,3
"10,384",Rutherford,7/26/2021,0,0,46,286,19,27,8
"10,385",Rutherford,7/19/2021,0,0,16,202,24,26,4
"10,386",Rutherford,7/12/2021,0,0,27,143,21,16,3
"10,387",Rutherford,7/5/2021,0,0,27,127,6,14,1
"10,388",Rutherford,6/28/2021,0,0,14,130,8,13,0
"10,389",Rutherford,6/21/2021,0,0,27,128,11,14,1
"10,390",Rutherford,6/14/2021,0,0,14,148,9,18,4
"10,391",Rutherford,6/7/2021,0,0,31,161,7,13,6
"10,392",Rutherford,5/31/2021,0,0,21,128,8,24,6
"10,393",Rutherford,5/24/2021,0,0,43,170,16,33,9
"10,394",Rutherford,5/17/2021,0,0,57,328,21,36,13
"10,395",Rutherford,5/10/2021,0,0,47,363,12,65,13
"10,396",Rutherford,5/3/2021,0,0,30,267,13,41,10
"10,397",Rutherford,4/26/2021,0,0,40,286,18,30,11
"10,398",Rutherford,4/19/2021,0,0,38,290,13,29,17
"10,399",Rutherford,4/12/2021,0,0,54,419,16,88,14
"10,400",Rutherford,4/5/2021,0,0,126,864,46,125,38
"10,401",Rutherford,3/29/2021,0,0,107,739,32,137,16
"10,402",Rutherford,3/22/2021,0,0,128,945,48,148,19
"10,403",Rutherford,3/15/2021,0,0,134,"1,278",57,435,37
"10,404",Rutherford,3/8/2021,0,0,216,"1,378",42,308,19
"10,405",Rutherford,3/1/2021,0,0,204,"1,095",21,87,11
"10,406",Rutherford,2/22/2021,0,0,194,"1,500",68,112,15
"10,407",Rutherford,2/15/2021,0,0,50,459,11,34,2
"10,408",Rutherford,2/8/2021,0,0,70,727,32,9,8
"10,409",Rutherford,2/1/2021,0,0,44,461,39,53,7
"10,410",Rutherford,1/25/2021,0,0,64,867,56,28,3
"10,411",Rutherford,1/18/2021,0,0,62,"1,260",46,14,7
"10,412",Rutherford,1/11/2021,0,0,41,981,28,32,7
"10,413",Rutherford,1/4/2021,0,0,34,647,9,198,4
"10,414",Rutherford,12/28/2020,0,0,15,247,6,59,2
"10,415",Rutherford,12/21/2020,0,0,8,162,5,1,3
"10,416",Rutherford,12/14/2020,0,0,5,71,1,,1
"10,417",Sampson,4/24/2023,0,0,0,0,,,
"10,418",Sampson,4/17/2023,0,0,0,0,,,1
"10,419",Sampson,4/10/2023,0,0,0,0,0,,
"10,420",Sampson,4/3/2023,0,0,0,0,,,2
"10,421",Sampson,3/27/2023,0,0,0,0,,,1
"10,422",Sampson,3/20/2023,0,0,1,0,3,,
"10,423",Sampson,3/13/2023,0,0,0,0,,,2
"10,424",Sampson,3/6/2023,0,0,0,0,,,1
"10,425",Sampson,2/27/2023,0,0,1,2,1,1,
"10,426",Sampson,2/20/2023,0,0,1,2,4,,
"10,427",Sampson,2/13/2023,0,0,1,5,2,1,
"10,428",Sampson,2/6/2023,0,0,0,3,0,0,
"10,429",Sampson,1/30/2023,0,0,0,5,1,0,
"10,430",Sampson,1/23/2023,0,0,2,1,0,0,
"10,431",Sampson,1/16/2023,0,0,3,5,0,0,
"10,432",Sampson,1/9/2023,0,0,1,2,1,0,
"10,433",Sampson,1/2/2023,0,1,1,3,1,0,
"10,434",Sampson,12/26/2022,0,0,2,4,0,,
"10,435",Sampson,12/19/2022,0,0,2,3,0,0,
"10,436",Sampson,12/12/2022,0,0,4,3,2,0,
"10,437",Sampson,12/5/2022,0,0,1,1,2,0,
"10,438",Sampson,11/28/2022,0,0,4,3,3,1,
"10,439",Sampson,11/21/2022,0,0,2,2,1,1,
"10,440",Sampson,11/14/2022,0,0,0,0,3,0,
"10,441",Sampson,11/7/2022,0,0,0,0,,,2
"10,442",Sampson,10/31/2022,1,1,2,2,3,0,
"10,443",Sampson,10/24/2022,0,0,0,2,2,0,
"10,444",Sampson,10/17/2022,0,0,1,10,5,0,
"10,445",Sampson,10/10/2022,0,1,1,3,2,0,
"10,446",Sampson,10/3/2022,0,1,0,3,1,0,
"10,447",Sampson,9/26/2022,0,0,1,7,2,0,
"10,448",Sampson,9/19/2022,2,1,4,4,5,0,
"10,449",Sampson,9/12/2022,0,0,2,5,3,2,
"10,450",Sampson,9/5/2022,0,0,0,5,2,0,
"10,451",Sampson,8/29/2022,0,0,4,5,7,,
"10,452",Sampson,8/22/2022,0,0,3,10,2,1,
"10,453",Sampson,8/15/2022,0,0,7,9,4,2,
"10,454",Sampson,8/8/2022,0,1,6,14,4,1,
"10,455",Sampson,8/1/2022,1,0,4,15,4,2,
"10,456",Sampson,7/25/2022,0,0,4,21,4,2,
"10,457",Sampson,7/18/2022,0,0,10,10,2,4,
"10,458",Sampson,7/11/2022,0,1,8,16,1,0,
"10,459",Sampson,7/4/2022,0,0,0,9,0,0,
"10,460",Sampson,6/27/2022,0,0,4,18,2,0,
"10,461",Sampson,6/20/2022,0,0,9,10,11,0,
"10,462",Sampson,6/13/2022,0,0,8,19,2,0,
"10,463",Sampson,6/6/2022,0,0,9,10,3,1,
"10,464",Sampson,5/30/2022,0,0,1,5,6,0,
"10,465",Sampson,5/23/2022,0,0,2,7,1,1,
"10,466",Sampson,5/16/2022,0,0,6,12,4,1,
"10,467",Sampson,5/9/2022,0,0,9,10,2,0,
"10,468",Sampson,5/2/2022,0,1,6,8,4,3,
"10,469",Sampson,4/25/2022,0,0,8,13,0,1,
"10,470",Sampson,4/18/2022,1,0,4,11,6,3,
"10,471",Sampson,4/11/2022,0,0,2,7,5,1,
"10,472",Sampson,4/4/2022,0,0,8,14,2,0,
"10,473",Sampson,3/28/2022,0,0,5,12,1,1,
"10,474",Sampson,3/21/2022,0,0,7,9,4,1,
"10,475",Sampson,3/14/2022,0,2,5,16,2,2,
"10,476",Sampson,3/7/2022,0,0,10,16,8,7,
"10,477",Sampson,2/28/2022,0,0,15,20,9,1,
"10,478",Sampson,2/21/2022,1,0,18,16,6,3,
"10,479",Sampson,2/14/2022,0,0,17,31,9,14,
"10,480",Sampson,2/7/2022,3,0,26,36,10,2,
"10,481",Sampson,1/31/2022,1,0,19,53,48,5,
"10,482",Sampson,1/24/2022,1,0,32,54,20,3,
"10,483",Sampson,1/17/2022,1,1,28,35,21,2,
"10,484",Sampson,1/10/2022,1,4,64,111,23,9,
"10,485",Sampson,1/3/2022,3,1,49,135,40,15,
"10,486",Sampson,12/27/2021,3,0,57,64,24,16,
"10,487",Sampson,12/20/2021,2,2,22,53,17,16,
"10,488",Sampson,12/13/2021,1,2,39,75,36,25,
"10,489",Sampson,12/6/2021,2,0,31,74,17,14,
"10,490",Sampson,11/29/2021,3,2,38,218,27,27,
"10,491",Sampson,11/22/2021,0,1,19,72,14,17,
"10,492",Sampson,11/15/2021,1,3,55,88,28,35,
"10,493",Sampson,11/8/2021,0,1,40,83,15,34,
"10,494",Sampson,11/1/2021,3,0,27,59,14,12,
"10,495",Sampson,10/25/2021,3,2,36,51,14,13,
"10,496",Sampson,10/18/2021,2,0,30,75,15,13,
"10,497",Sampson,10/11/2021,1,3,39,74,17,20,
"10,498",Sampson,10/4/2021,4,1,64,136,25,16,
"10,499",Sampson,9/27/2021,0,0,72,151,12,39,
"10,500",Sampson,9/20/2021,4,1,63,168,42,94,
"10,501",Sampson,9/13/2021,9,1,137,277,28,12,
"10,502",Sampson,9/6/2021,10,2,160,403,49,41,
"10,503",Sampson,8/30/2021,13,2,177,549,65,53,
"10,504",Sampson,8/23/2021,8,6,155,463,57,42,
"10,505",Sampson,8/16/2021,7,1,192,423,84,42,
"10,506",Sampson,8/9/2021,10,9,240,482,86,52,
"10,507",Sampson,8/2/2021,5,2,169,336,151,70,
"10,508",Sampson,7/26/2021,5,4,143,297,90,51,
"10,509",Sampson,7/19/2021,9,1,137,299,50,24,
"10,510",Sampson,7/12/2021,5,1,123,175,46,19,
"10,511",Sampson,7/5/2021,4,1,68,184,90,31,
"10,512",Sampson,6/28/2021,3,1,95,167,47,28,
"10,513",Sampson,6/21/2021,2,0,78,244,87,36,
"10,514",Sampson,6/14/2021,3,7,86,165,83,38,
"10,515",Sampson,6/7/2021,1,4,60,145,119,29,
"10,516",Sampson,5/31/2021,2,3,46,170,156,32,
