Index,County,Week Of,0-17,0-17,0-17,18-24,25-49,50-64,65-74,75+,Suppressed,Missing
"5,140",Halifax,4/4/2022,0,2,2,5,8,0,1,2,,
"5,141",Halifax,3/28/2022,0,5,5,3,10,2,0,0,,
"5,142",Halifax,3/21/2022,0,10,6,5,16,2,0,0,,
"5,143",Halifax,3/14/2022,0,8,3,5,12,5,1,3,,
"5,144",Halifax,3/7/2022,0,8,5,3,18,5,2,2,,
"5,145",Halifax,2/28/2022,0,13,8,0,37,10,3,1,,1
"5,146",Halifax,2/21/2022,0,18,12,9,34,23,8,3,,
"5,147",Halifax,2/14/2022,0,15,12,10,37,13,4,4,,
"5,148",Halifax,2/7/2022,0,14,11,12,36,17,6,4,,
"5,149",Halifax,1/31/2022,0,25,19,12,48,19,4,0,,
"5,150",Halifax,1/24/2022,0,29,22,18,52,22,4,2,,1
"5,151",Halifax,1/17/2022,0,28,17,7,41,21,5,6,,
"5,152",Halifax,1/10/2022,0,16,18,8,46,20,3,3,,
"5,153",Halifax,1/3/2022,0,17,20,15,43,19,4,3,,1
"5,154",Halifax,12/27/2021,0,35,12,11,50,17,6,3,,
"5,155",Halifax,12/20/2021,0,12,18,6,47,16,9,4,,0
"5,156",Halifax,12/13/2021,0,28,20,10,43,17,7,4,,
"5,157",Halifax,12/6/2021,0,26,18,8,47,26,8,6,,0
"5,158",Halifax,11/29/2021,0,20,31,10,76,34,17,4,,0
"5,159",Halifax,11/22/2021,0,1,8,13,56,27,12,8,,1
"5,160",Halifax,11/15/2021,0,0,10,14,65,34,15,4,,0
"5,161",Halifax,11/8/2021,0,0,15,17,86,44,17,16,,
"5,162",Halifax,11/1/2021,0,0,15,14,83,34,12,7,,
"5,163",Halifax,10/25/2021,0,0,16,19,70,53,20,6,,0
"5,164",Halifax,10/18/2021,0,0,13,6,84,39,18,10,,
"5,165",Halifax,10/11/2021,0,0,17,23,114,66,12,8,,
"5,166",Halifax,10/4/2021,0,0,20,31,112,72,25,4,,
"5,167",Halifax,9/27/2021,0,0,26,23,128,63,17,15,,
"5,168",Halifax,9/20/2021,0,0,20,39,126,66,29,5,,
"5,169",Halifax,9/13/2021,0,0,36,60,147,89,34,9,,
"5,170",Halifax,9/6/2021,0,0,54,36,98,64,28,17,,
"5,171",Halifax,8/30/2021,0,0,42,53,144,88,25,17,,
"5,172",Halifax,8/23/2021,0,0,52,68,157,88,23,14,,1
"5,173",Halifax,8/16/2021,0,0,64,57,118,87,29,20,,
"5,174",Halifax,8/9/2021,0,0,30,34,71,55,21,13,,
"5,175",Halifax,8/2/2021,0,0,29,29,61,40,17,6,,1
"5,176",Halifax,7/26/2021,0,0,15,32,66,42,29,20,,
"5,177",Halifax,7/19/2021,0,0,22,26,41,50,22,7,,
"5,178",Halifax,7/12/2021,0,0,19,32,63,71,21,4,,
"5,179",Halifax,7/5/2021,0,0,30,24,66,48,24,9,,
"5,180",Halifax,6/28/2021,0,0,36,26,64,49,31,17,,
"5,181",Halifax,6/21/2021,0,0,30,49,101,80,22,27,,
"5,182",Halifax,6/14/2021,0,0,60,45,139,98,43,26,,1
"5,183",Halifax,6/7/2021,0,0,55,47,115,101,41,22,,2
"5,184",Halifax,5/31/2021,0,0,17,40,140,122,42,21,,1
"5,185",Halifax,5/24/2021,0,0,2,37,142,141,48,35,,1
"5,186",Halifax,5/17/2021,0,0,0,41,181,175,78,37,,
"5,187",Halifax,5/10/2021,0,0,0,42,158,195,92,42,,0
"5,188",Halifax,5/3/2021,0,0,0,63,186,251,84,49,,
"5,189",Halifax,4/26/2021,0,0,0,59,237,355,157,77,,1
"5,190",Halifax,4/19/2021,0,0,0,63,283,424,181,117,,1
"5,191",Halifax,4/12/2021,0,0,0,52,373,738,320,163,,1
"5,192",Halifax,4/5/2021,0,0,0,64,554,947,471,245,,1
"5,193",Halifax,3/29/2021,0,0,0,30,325,553,406,269,,0
"5,194",Halifax,3/22/2021,0,0,0,12,173,323,494,382,,
"5,195",Halifax,3/15/2021,0,0,0,4,100,126,221,250,,0
"5,196",Halifax,3/8/2021,0,0,0,11,155,263,507,444,,1
"5,197",Halifax,3/1/2021,0,0,0,2,63,131,534,405,,0
"5,198",Halifax,2/22/2021,0,0,0,4,45,70,311,218,,
"5,199",Halifax,2/15/2021,0,0,0,4,33,65,371,278,,
"5,200",Halifax,2/8/2021,0,0,0,3,73,133,100,547,,0
"5,201",Halifax,2/1/2021,0,0,0,9,117,194,162,284,,
"5,202",Halifax,1/25/2021,0,0,0,8,82,105,42,30,,
"5,203",Halifax,1/18/2021,0,0,0,1,10,5,3,0,,
"5,204",Halifax,1/11/2021,0,0,0,1,13,25,10,2,,
"5,205",Halifax,1/4/2021,0,0,0,2,31,45,11,1,,
"5,206",Halifax,12/28/2020,0,0,0,0,0,0,0,0,,
"5,207",Halifax,12/21/2020,0,0,0,0,0,0,0,0,,
"5,208",Halifax,12/14/2020,0,0,0,0,0,0,0,0,,
"5,209",Harnett,4/24/2023,0,0,0,0,0,0,0,0,,
"5,210",Harnett,4/17/2023,0,0,0,0,0,0,0,0,2,
"5,211",Harnett,4/10/2023,3,0,1,0,0,0,0,0,,
"5,212",Harnett,4/3/2023,2,1,0,0,0,1,0,0,,
"5,213",Harnett,3/27/2023,1,1,1,2,5,1,0,1,,
"5,214",Harnett,3/20/2023,1,3,0,3,5,1,0,2,,
"5,215",Harnett,3/13/2023,2,4,0,2,3,1,1,0,,
"5,216",Harnett,3/6/2023,3,3,1,0,3,1,0,0,,
"5,217",Harnett,2/27/2023,2,1,0,2,4,1,0,0,,
"5,218",Harnett,2/20/2023,2,1,3,3,1,0,0,0,,
"5,219",Harnett,2/13/2023,4,4,1,0,2,1,0,0,,
"5,220",Harnett,2/6/2023,6,4,3,9,5,0,0,0,,
"5,221",Harnett,1/30/2023,8,1,1,2,3,1,0,0,,
"5,222",Harnett,1/23/2023,3,0,2,2,1,1,0,0,,
"5,223",Harnett,1/16/2023,2,0,2,1,0,0,1,0,,
"5,224",Harnett,1/9/2023,7,3,0,1,2,0,0,0,,1
"5,225",Harnett,1/2/2023,4,1,0,3,1,2,0,0,,1
"5,226",Harnett,12/26/2022,2,2,1,1,0,0,0,1,,
"5,227",Harnett,12/19/2022,0,7,1,1,1,2,0,0,,
"5,228",Harnett,12/12/2022,2,6,2,5,2,0,1,0,,0
"5,229",Harnett,12/5/2022,5,6,1,3,7,0,0,0,,0
"5,230",Harnett,11/28/2022,4,1,0,3,13,0,0,0,,
"5,231",Harnett,11/21/2022,2,1,2,3,2,0,0,0,,
"5,232",Harnett,11/14/2022,0,5,3,4,14,1,0,1,,0
"5,233",Harnett,11/7/2022,8,5,1,1,5,1,2,0,,0
"5,234",Harnett,10/31/2022,4,6,0,4,6,1,0,0,,
"5,235",Harnett,10/24/2022,11,2,2,2,6,1,1,0,,
"5,236",Harnett,10/17/2022,7,9,2,3,5,0,1,0,,
"5,237",Harnett,10/10/2022,5,7,2,5,4,1,0,0,,0
"5,238",Harnett,10/3/2022,5,2,2,2,5,0,0,0,,
"5,239",Harnett,9/26/2022,9,5,5,2,9,1,0,0,,
"5,240",Harnett,9/19/2022,2,6,4,3,6,0,0,0,,
"5,241",Harnett,9/12/2022,4,11,3,6,4,3,0,0,,
"5,242",Harnett,9/5/2022,8,7,4,3,6,1,0,0,,
"5,243",Harnett,8/29/2022,2,9,5,2,13,2,1,0,,
"5,244",Harnett,8/22/2022,2,15,3,5,9,3,0,0,,
"5,245",Harnett,8/15/2022,6,11,7,6,12,2,0,1,,
"5,246",Harnett,8/8/2022,1,12,4,6,8,1,0,0,,0
"5,247",Harnett,8/1/2022,5,11,4,11,12,3,0,2,,
"5,248",Harnett,7/25/2022,5,11,4,5,11,4,2,1,,
"5,249",Harnett,7/18/2022,3,7,2,8,14,3,0,4,,
"5,250",Harnett,7/11/2022,0,7,3,4,16,6,0,2,,
"5,251",Harnett,7/4/2022,0,6,5,3,3,2,0,1,,
"5,252",Harnett,6/27/2022,0,8,5,7,10,0,1,0,,1
"5,253",Harnett,6/20/2022,0,6,2,8,8,5,2,1,,
"5,254",Harnett,6/13/2022,0,7,12,8,14,5,0,0,,0
"5,255",Harnett,6/6/2022,0,8,4,4,12,3,1,0,,0
"5,256",Harnett,5/30/2022,0,11,0,10,15,1,1,1,,0
"5,257",Harnett,5/23/2022,0,13,3,7,11,5,2,2,,
"5,258",Harnett,5/16/2022,0,15,5,8,14,6,2,1,,
"5,259",Harnett,5/9/2022,0,14,7,6,26,6,1,1,,
"5,260",Harnett,5/2/2022,0,4,8,10,12,3,0,1,,
"5,261",Harnett,4/25/2022,0,5,4,9,17,5,1,1,,0
"5,262",Harnett,4/18/2022,0,24,12,9,26,3,1,4,,0
"5,263",Harnett,4/11/2022,0,16,5,13,23,8,6,4,,
"5,264",Harnett,4/4/2022,0,18,12,7,16,5,0,2,,0
"5,265",Harnett,3/28/2022,0,14,7,9,17,8,3,0,,
"5,266",Harnett,3/21/2022,0,24,9,15,33,5,1,2,,
"5,267",Harnett,3/14/2022,0,39,22,13,31,9,2,1,,
"5,268",Harnett,3/7/2022,0,38,21,15,39,11,1,3,,
"5,269",Harnett,2/28/2022,0,38,25,7,38,11,3,2,,
"5,270",Harnett,2/21/2022,0,59,25,19,57,13,4,3,,
"5,271",Harnett,2/14/2022,0,83,60,22,60,16,2,4,,
"5,272",Harnett,2/7/2022,0,64,28,20,73,20,6,2,,
"5,273",Harnett,1/31/2022,0,77,49,31,94,46,7,4,,
"5,274",Harnett,1/24/2022,0,111,51,24,58,24,10,5,,
"5,275",Harnett,1/17/2022,0,53,31,11,39,25,7,4,,
"5,276",Harnett,1/10/2022,0,48,51,18,53,29,5,5,,0
"5,277",Harnett,1/3/2022,0,75,35,23,83,31,11,3,,0
"5,278",Harnett,12/27/2021,0,81,40,27,94,33,11,5,,
"5,279",Harnett,12/20/2021,0,74,44,22,72,30,4,2,,
"5,280",Harnett,12/13/2021,0,85,46,23,101,54,15,4,,0
"5,281",Harnett,12/6/2021,0,129,70,33,155,49,22,8,,0
"5,282",Harnett,11/29/2021,0,217,91,30,146,54,13,6,,
"5,283",Harnett,11/22/2021,0,34,23,38,105,39,15,5,,2
"5,284",Harnett,11/15/2021,0,0,31,40,134,62,15,7,,0
"5,285",Harnett,11/8/2021,0,0,27,40,137,73,7,5,,
"5,286",Harnett,11/1/2021,0,0,37,38,214,97,17,10,,0
"5,287",Harnett,10/25/2021,0,0,33,39,211,80,16,7,,
"5,288",Harnett,10/18/2021,0,0,44,72,206,90,18,6,,
"5,289",Harnett,10/11/2021,0,0,60,58,274,113,37,16,,0
"5,290",Harnett,10/4/2021,0,0,84,91,349,144,34,11,,
"5,291",Harnett,9/27/2021,0,0,82,93,342,146,41,15,,
"5,292",Harnett,9/20/2021,0,0,121,122,439,174,52,18,,
"5,293",Harnett,9/13/2021,0,0,69,106,371,175,44,17,,0
"5,294",Harnett,9/6/2021,0,0,129,115,376,156,36,24,,
"5,295",Harnett,8/30/2021,0,0,136,117,369,188,44,20,,1
"5,296",Harnett,8/23/2021,0,0,144,117,427,220,56,23,,
"5,297",Harnett,8/16/2021,0,0,159,114,320,187,56,22,,
"5,298",Harnett,8/9/2021,0,0,94,77,186,112,38,17,,
"5,299",Harnett,8/2/2021,0,0,87,74,207,93,23,9,,2
"5,300",Harnett,7/26/2021,0,0,58,54,180,96,28,19,,
"5,301",Harnett,7/19/2021,0,0,70,64,161,76,29,13,,
"5,302",Harnett,7/12/2021,0,0,83,74,176,102,26,19,,
"5,303",Harnett,7/5/2021,0,0,105,94,183,120,39,18,,
"5,304",Harnett,6/28/2021,0,0,109,101,189,105,41,21,,
"5,305",Harnett,6/21/2021,0,0,85,94,279,161,52,20,,1
"5,306",Harnett,6/14/2021,0,0,137,149,342,201,67,26,,
"5,307",Harnett,6/7/2021,0,0,209,160,464,262,67,26,,1
"5,308",Harnett,5/31/2021,0,0,124,87,307,209,62,47,,0
"5,309",Harnett,5/24/2021,0,0,3,103,351,250,95,29,,
"5,310",Harnett,5/17/2021,0,0,0,199,556,394,113,40,,
"5,311",Harnett,5/10/2021,0,0,0,192,523,415,115,60,,1
"5,312",Harnett,5/3/2021,0,0,0,135,570,436,103,70,,2
"5,313",Harnett,4/26/2021,0,0,0,176,737,750,193,78,,
"5,314",Harnett,4/19/2021,0,0,0,156,733,706,210,74,,1
"5,315",Harnett,4/12/2021,0,0,0,166,"1,080",990,309,126,,1
"5,316",Harnett,4/5/2021,0,0,0,242,"1,202","1,032",376,143,,5
"5,317",Harnett,3/29/2021,0,0,0,158,828,869,465,196,,1
"5,318",Harnett,3/22/2021,0,0,0,38,490,459,337,186,,0
"5,319",Harnett,3/15/2021,0,0,0,41,640,546,581,358,,
"5,320",Harnett,3/8/2021,0,0,0,27,320,413,585,374,,
"5,321",Harnett,3/1/2021,0,0,0,15,161,154,611,429,,
"5,322",Harnett,2/22/2021,0,0,0,12,116,125,565,560,,
"5,323",Harnett,2/15/2021,0,0,0,16,194,192,536,827,,
"5,324",Harnett,2/8/2021,0,0,0,25,264,244,856,873,,0
"5,325",Harnett,2/1/2021,0,0,0,11,165,172,187,391,,
"5,326",Harnett,1/25/2021,0,0,0,15,282,164,145,705,,
"5,327",Harnett,1/18/2021,0,0,0,3,140,80,24,24,,0
"5,328",Harnett,1/11/2021,0,0,0,3,119,51,9,1,,
"5,329",Harnett,1/4/2021,0,0,0,1,94,74,17,3,,2
"5,330",Harnett,12/28/2020,0,0,0,0,0,0,0,0,,
"5,331",Harnett,12/21/2020,0,0,0,0,0,0,0,0,,
"5,332",Harnett,12/14/2020,0,0,0,0,0,0,0,0,,0
"5,333",Haywood,4/24/2023,0,0,0,0,0,0,0,0,,
"5,334",Haywood,4/17/2023,0,0,0,0,0,0,0,0,,
"5,335",Haywood,4/10/2023,0,0,0,0,0,0,0,0,,
"5,336",Haywood,4/3/2023,1,0,0,0,1,1,0,0,,
"5,337",Haywood,3/27/2023,0,0,0,0,0,0,0,0,2,
"5,338",Haywood,3/20/2023,1,0,0,0,0,0,1,0,,1
"5,339",Haywood,3/13/2023,0,0,0,0,0,0,0,0,2,
"5,340",Haywood,3/6/2023,1,0,0,1,2,0,0,0,,
"5,341",Haywood,2/27/2023,1,0,1,1,0,0,0,0,,
"5,342",Haywood,2/20/2023,2,0,0,1,2,0,0,0,,
"5,343",Haywood,2/13/2023,0,0,0,0,0,0,0,0,2,
"5,344",Haywood,2/6/2023,2,1,0,1,0,0,0,0,,
"5,345",Haywood,1/30/2023,1,1,2,0,2,0,0,0,,
"5,346",Haywood,1/23/2023,1,1,1,1,1,0,0,0,,
"5,347",Haywood,1/16/2023,2,0,4,0,2,2,0,0,,
"5,348",Haywood,1/9/2023,0,0,0,0,0,0,0,0,2,
"5,349",Haywood,1/2/2023,5,1,0,0,1,0,0,0,,
"5,350",Haywood,12/26/2022,1,0,1,1,0,1,0,0,,0
"5,351",Haywood,12/19/2022,2,0,0,0,2,0,0,0,,
"5,352",Haywood,12/12/2022,3,0,0,0,3,0,0,0,,0
"5,353",Haywood,12/5/2022,2,0,1,0,0,0,0,0,,
"5,354",Haywood,11/28/2022,3,1,0,1,1,0,0,0,,0
"5,355",Haywood,11/21/2022,1,0,1,0,1,0,0,0,,
"5,356",Haywood,11/14/2022,6,2,2,0,0,1,0,0,,0
"5,357",Haywood,11/7/2022,2,1,0,1,0,0,1,1,,
"5,358",Haywood,10/31/2022,2,2,1,1,1,3,0,0,,
"5,359",Haywood,10/24/2022,4,0,1,0,0,0,1,0,,
"5,360",Haywood,10/17/2022,4,7,2,0,4,0,0,0,,
"5,361",Haywood,10/10/2022,4,1,0,0,3,1,0,0,,
"5,362",Haywood,10/3/2022,3,6,2,1,3,0,0,0,,
"5,363",Haywood,9/26/2022,4,4,3,2,4,1,0,0,,
"5,364",Haywood,9/19/2022,6,5,1,1,2,0,0,0,,
"5,365",Haywood,9/12/2022,4,7,0,1,2,0,0,0,,
"5,366",Haywood,9/5/2022,0,6,3,1,2,3,0,0,,
"5,367",Haywood,8/29/2022,1,6,1,2,2,1,0,0,,
"5,368",Haywood,8/22/2022,3,4,0,1,3,0,0,1,,
"5,369",Haywood,8/15/2022,0,7,0,0,5,2,1,0,,
"5,370",Haywood,8/8/2022,2,8,4,1,3,1,0,0,,
"5,371",Haywood,8/1/2022,1,8,4,3,5,0,1,0,,
"5,372",Haywood,7/25/2022,0,5,3,2,7,2,0,2,,0
"5,373",Haywood,7/18/2022,0,5,0,3,6,2,1,1,,
"5,374",Haywood,7/11/2022,0,1,0,1,4,3,3,0,,
"5,375",Haywood,7/4/2022,0,1,0,1,1,2,1,1,,
"5,376",Haywood,6/27/2022,0,2,1,4,5,1,0,0,,
"5,377",Haywood,6/20/2022,0,1,0,1,3,1,1,1,,
"5,378",Haywood,6/13/2022,0,6,4,4,4,1,1,1,,0
"5,379",Haywood,6/6/2022,0,1,5,1,5,1,1,2,,
"5,380",Haywood,5/30/2022,0,2,1,6,3,0,2,0,,
"5,381",Haywood,5/23/2022,0,0,0,3,5,1,1,2,,
"5,382",Haywood,5/16/2022,0,6,1,3,1,0,2,0,,
"5,383",Haywood,5/9/2022,0,5,1,5,4,1,5,1,,
"5,384",Haywood,5/2/2022,0,5,0,5,5,2,3,0,,
"5,385",Haywood,4/25/2022,0,4,2,3,7,2,0,3,,
"5,386",Haywood,4/18/2022,0,4,4,2,3,1,2,3,,
"5,387",Haywood,4/11/2022,0,5,2,2,8,2,1,0,,
"5,388",Haywood,4/4/2022,0,5,1,5,13,2,0,0,,
"5,389",Haywood,3/28/2022,0,4,4,2,4,1,2,3,,
"5,390",Haywood,3/21/2022,0,14,10,2,11,2,2,0,,0
"5,391",Haywood,3/14/2022,0,8,3,6,6,6,4,1,,
"5,392",Haywood,3/7/2022,0,6,3,5,10,9,1,1,,
"5,393",Haywood,2/28/2022,0,16,5,2,16,3,5,2,,
"5,394",Haywood,2/21/2022,0,15,6,9,29,10,0,1,,
"5,395",Haywood,2/14/2022,0,9,6,5,10,8,0,0,,
"5,396",Haywood,2/7/2022,0,17,8,10,25,11,4,2,,
"5,397",Haywood,1/31/2022,0,29,16,11,29,13,4,1,,
"5,398",Haywood,1/24/2022,0,29,10,9,22,18,1,2,,
"5,399",Haywood,1/17/2022,0,33,17,6,16,14,2,5,,
"5,400",Haywood,1/10/2022,0,24,18,6,32,16,7,2,,
"5,401",Haywood,1/3/2022,0,38,12,12,37,22,5,4,,0
"5,402",Haywood,12/27/2021,0,37,21,9,32,21,6,5,,
"5,403",Haywood,12/20/2021,0,23,17,11,30,18,17,4,,
"5,404",Haywood,12/13/2021,0,50,19,12,37,29,18,10,,
"5,405",Haywood,12/6/2021,0,82,25,12,62,33,26,17,,
"5,406",Haywood,11/29/2021,0,204,69,26,37,31,28,10,,1
"5,407",Haywood,11/22/2021,0,13,9,11,37,23,17,2,,5
"5,408",Haywood,11/15/2021,0,0,7,9,43,38,41,12,,0
"5,409",Haywood,11/8/2021,0,0,6,8,46,37,42,15,,0
"5,410",Haywood,11/1/2021,0,0,8,12,61,50,50,17,,
"5,411",Haywood,10/25/2021,0,0,8,9,68,57,53,29,,
"5,412",Haywood,10/18/2021,0,0,13,7,63,49,17,13,,
"5,413",Haywood,10/11/2021,0,0,7,21,59,41,10,11,,
"5,414",Haywood,10/4/2021,0,0,13,27,90,62,29,12,,
"5,415",Haywood,9/27/2021,0,0,28,27,122,73,28,13,,
"5,416",Haywood,9/20/2021,0,0,24,21,120,72,34,12,,
"5,417",Haywood,9/13/2021,0,0,29,37,163,82,36,15,,
"5,418",Haywood,9/6/2021,0,0,41,44,129,87,28,14,,
"5,419",Haywood,8/30/2021,0,0,67,52,180,133,32,35,,1
"5,420",Haywood,8/23/2021,0,0,64,66,175,149,59,32,,
"5,421",Haywood,8/16/2021,0,0,34,42,148,97,37,25,,1
"5,422",Haywood,8/9/2021,0,0,53,46,116,81,24,14,,
"5,423",Haywood,8/2/2021,0,0,35,33,75,64,16,15,,0
"5,424",Haywood,7/26/2021,0,0,22,20,100,64,20,14,,1
"5,425",Haywood,7/19/2021,0,0,20,14,50,45,17,10,,
"5,426",Haywood,7/12/2021,0,0,40,23,60,40,17,8,,
"5,427",Haywood,7/5/2021,0,0,35,26,54,43,15,7,,
"5,428",Haywood,6/28/2021,0,0,52,35,47,40,21,13,,
"5,429",Haywood,6/21/2021,0,0,37,41,77,69,25,16,,
"5,430",Haywood,6/14/2021,0,0,34,57,161,119,43,22,,
"5,431",Haywood,6/7/2021,0,0,198,110,117,118,56,28,,
"5,432",Haywood,5/31/2021,0,0,73,41,146,113,60,27,,
"5,433",Haywood,5/24/2021,0,0,0,51,224,226,81,42,,
"5,434",Haywood,5/17/2021,0,0,0,76,354,303,102,48,,
"5,435",Haywood,5/10/2021,0,0,0,124,515,649,284,106,,1
"5,436",Haywood,5/3/2021,0,0,0,71,332,409,200,94,,
"5,437",Haywood,4/26/2021,0,0,0,84,502,757,394,157,,2
"5,438",Haywood,4/19/2021,0,0,0,54,462,680,300,88,,
"5,439",Haywood,4/12/2021,0,0,0,74,578,675,654,221,,
"5,440",Haywood,4/5/2021,0,0,0,73,444,424,227,84,,
"5,441",Haywood,3/29/2021,0,0,0,44,568,516,523,265,,
"5,442",Haywood,3/22/2021,0,0,0,20,248,229,545,248,,0
"5,443",Haywood,3/15/2021,0,0,0,6,104,103,632,230,,
"5,444",Haywood,3/8/2021,0,0,0,13,224,220,794,572,,0
"5,445",Haywood,3/1/2021,0,0,0,10,109,108,552,576,,
"5,446",Haywood,2/22/2021,0,0,0,3,79,79,183,764,,
"5,447",Haywood,2/15/2021,0,0,0,9,113,123,153,744,,
"5,448",Haywood,2/8/2021,0,0,0,13,261,288,321,"1,895",,
"5,449",Haywood,2/1/2021,0,0,0,12,151,165,81,161,,
"5,450",Haywood,1/25/2021,0,0,0,7,183,146,57,108,,
"5,451",Haywood,1/18/2021,0,0,0,2,63,44,17,13,,
"5,452",Haywood,1/11/2021,0,0,0,5,89,96,34,2,,
"5,453",Haywood,1/4/2021,0,0,0,0,109,112,28,2,,1
"5,454",Haywood,12/28/2020,0,0,0,0,0,0,0,0,,
"5,455",Haywood,12/21/2020,0,0,0,0,0,0,0,0,,
"5,456",Haywood,12/14/2020,0,0,0,0,0,0,0,0,,0
"5,457",Henderson,4/24/2023,0,0,0,0,0,0,0,0,,
"5,458",Henderson,4/17/2023,0,0,0,0,0,0,0,0,2,
"5,459",Henderson,4/10/2023,5,1,1,2,2,0,0,0,,
"5,460",Henderson,4/3/2023,0,2,0,0,2,0,0,0,,
"5,461",Henderson,3/27/2023,1,0,0,1,1,0,0,0,,0
"5,462",Henderson,3/20/2023,4,1,1,0,4,0,0,0,,
"5,463",Henderson,3/13/2023,1,1,1,3,2,1,0,0,,
"5,464",Henderson,3/6/2023,3,1,2,0,4,0,0,0,,
"5,465",Henderson,2/27/2023,2,5,1,1,3,0,0,0,,
"5,466",Henderson,2/20/2023,3,1,2,2,2,1,0,0,,
"5,467",Henderson,2/13/2023,3,2,0,0,1,0,0,0,,
"5,468",Henderson,2/6/2023,8,4,0,1,3,0,1,0,,0
"5,469",Henderson,1/30/2023,6,1,0,0,5,0,0,0,,1
"5,470",Henderson,1/23/2023,4,0,0,0,0,0,0,0,,1
"5,471",Henderson,1/16/2023,1,5,2,2,4,1,1,0,,0
"5,472",Henderson,1/9/2023,5,0,0,1,4,1,0,0,,0
"5,473",Henderson,1/2/2023,3,0,0,0,5,0,1,0,,
"5,474",Henderson,12/26/2022,4,7,1,1,1,0,0,0,,0
"5,475",Henderson,12/19/2022,5,1,0,1,2,1,0,0,,
"5,476",Henderson,12/12/2022,2,5,1,0,1,0,0,0,,
"5,477",Henderson,12/5/2022,3,2,0,0,2,1,3,0,,
"5,478",Henderson,11/28/2022,5,2,0,1,2,0,0,0,,1
"5,479",Henderson,11/21/2022,2,1,0,0,0,1,0,0,,0
"5,480",Henderson,11/14/2022,5,1,0,3,2,0,0,0,,0
"5,481",Henderson,11/7/2022,12,2,0,0,1,0,1,0,,
"5,482",Henderson,10/31/2022,3,3,0,2,3,2,0,0,,
"5,483",Henderson,10/24/2022,7,4,2,1,4,0,1,0,,0
"5,484",Henderson,10/17/2022,14,4,1,1,1,1,0,0,,
"5,485",Henderson,10/10/2022,9,3,2,2,4,2,0,0,,
"5,486",Henderson,10/3/2022,9,4,1,1,2,0,0,0,,
"5,487",Henderson,9/26/2022,10,10,2,1,4,0,0,0,,
"5,488",Henderson,9/19/2022,18,9,0,4,5,2,0,0,,0
"5,489",Henderson,9/12/2022,16,4,5,1,4,0,0,1,,
"5,490",Henderson,9/5/2022,5,12,0,1,4,4,0,0,,
"5,491",Henderson,8/29/2022,2,3,1,1,2,0,0,1,,1
"5,492",Henderson,8/22/2022,3,6,3,4,7,1,1,0,,
"5,493",Henderson,8/15/2022,1,11,1,5,3,2,1,0,,2
"5,494",Henderson,8/8/2022,3,6,2,10,16,2,1,0,,
"5,495",Henderson,8/1/2022,1,17,2,1,4,1,1,0,,0
"5,496",Henderson,7/25/2022,5,12,6,2,5,6,2,2,,0
"5,497",Henderson,7/18/2022,7,11,0,4,8,3,1,1,,0
"5,498",Henderson,7/11/2022,0,11,2,4,4,2,2,3,,
"5,499",Henderson,7/4/2022,0,8,5,2,14,1,1,1,,
"5,500",Henderson,6/27/2022,0,3,2,3,5,4,2,2,,
"5,501",Henderson,6/20/2022,0,7,1,5,5,0,2,0,,0
"5,502",Henderson,6/13/2022,0,5,1,6,10,1,1,0,,
"5,503",Henderson,6/6/2022,0,0,5,5,10,2,1,2,,
"5,504",Henderson,5/30/2022,0,1,5,6,15,6,2,2,,0
"5,505",Henderson,5/23/2022,0,4,8,8,4,1,1,2,,
"5,506",Henderson,5/16/2022,0,1,3,10,9,1,4,0,,
"5,507",Henderson,5/9/2022,0,4,7,4,5,7,0,0,,0
"5,508",Henderson,5/2/2022,0,2,1,7,16,5,0,0,,
"5,509",Henderson,4/25/2022,0,11,5,7,16,5,3,1,,
"5,510",Henderson,4/18/2022,0,11,7,3,11,8,4,33,,
"5,511",Henderson,4/11/2022,0,4,3,12,23,1,5,9,,
"5,512",Henderson,4/4/2022,0,9,4,7,15,8,2,4,,
"5,513",Henderson,3/28/2022,0,9,3,5,11,7,3,4,,
"5,514",Henderson,3/21/2022,0,14,7,5,18,5,2,1,,0
"5,515",Henderson,3/14/2022,0,15,12,8,20,10,3,4,,
"5,516",Henderson,3/7/2022,0,15,11,11,21,13,4,0,,
"5,517",Henderson,2/28/2022,0,22,11,10,42,7,6,2,,0
"5,518",Henderson,2/21/2022,0,22,14,12,46,17,4,5,,1
"5,519",Henderson,2/14/2022,0,38,34,17,44,10,2,3,,1
"5,520",Henderson,2/7/2022,0,30,24,18,41,20,5,4,,
"5,521",Henderson,1/31/2022,0,53,35,15,67,26,7,4,,
"5,522",Henderson,1/24/2022,0,65,42,20,77,30,14,3,,0
"5,523",Henderson,1/17/2022,0,52,39,14,49,24,12,0,,0
"5,524",Henderson,1/10/2022,0,46,32,11,52,29,8,6,,0
"5,525",Henderson,1/3/2022,0,62,36,29,88,43,13,6,,
"5,526",Henderson,12/27/2021,0,109,38,25,70,43,16,12,,0
"5,527",Henderson,12/20/2021,0,61,26,27,51,27,9,14,,
"5,528",Henderson,12/13/2021,0,118,57,30,83,54,29,24,,0
"5,529",Henderson,12/6/2021,0,342,109,23,95,79,44,26,,0
"5,530",Henderson,11/29/2021,0,374,131,38,121,70,33,41,,0
"5,531",Henderson,11/22/2021,0,43,23,18,78,66,27,28,,1
"5,532",Henderson,11/15/2021,0,0,15,25,99,86,88,49,,1
"5,533",Henderson,11/8/2021,0,0,8,26,105,76,76,76,,1
