"","GEOID","demographic","percent","pop_size"
"3058","37067002606","Black",0.115,448.04
"3059","37067002606","Other",0.183,712.968
"3060","37067002606","White",0.654,2547.984
"3061","37067002701","Asian",0,0
"3062","37067002701","Black",0.478,3447.336
"3063","37067002701","Other",0.28,2019.36
"3064","37067002701","White",0.241,1738.092
"3065","37067002702","Asian",0.022,104.786
"3066","37067002702","Black",0.564,2686.332
"3067","37067002702","Other",0.115,547.745
"3068","37067002702","White",0.299,1424.137
"3069","37067002704","Asian",0,0
"3070","37067002704","Black",0.633,1387.536
"3071","37067002704","Other",0.209,458.128
"3072","37067002704","White",0.158,346.336
"3073","37067002705","Asian",0.062,178.932
"3074","37067002705","Black",0.376,1085.136
"3075","37067002705","Other",0.154,444.444
"3076","37067002705","White",0.408,1177.488
"3077","37067002801","Asian",0.009,43.425
"3078","37067002801","Black",0.096,463.2
"3079","37067002801","Other",0.045,217.125
"3080","37067002801","White",0.85,4101.25
"3081","37067002804","Asian",0.02,81.8
"3082","37067002804","Black",0.382,1562.38
"3083","37067002804","Other",0.23,940.7
"3084","37067002804","White",0.367,1501.03
"3085","37067002806","Asian",0.021,60.249
"3086","37067002806","Black",0.497,1425.893
"3087","37067002806","Other",0.119,341.411
"3088","37067002806","White",0.362,1038.578
"3089","37067002807","Asian",0,0
"3090","37067002807","Black",0.288,1507.392
"3091","37067002807","Other",0.115,601.91
"3092","37067002807","White",0.597,3124.698
"3093","37067002808","Asian",0.008,32.272
"3094","37067002808","Black",0.114,459.876
"3095","37067002808","Other",0.13,524.42
"3096","37067002808","White",0.749,3021.466
"3097","37067002809","Asian",0.003,9.708
"3098","37067002809","Black",0.237,766.932
"3099","37067002809","Other",0.092,297.712
"3100","37067002809","White",0.668,2161.648
"3101","37067002901","Asian",0.01,48.15
"3102","37067002901","Black",0.227,1093.005
"3103","37067002901","Other",0.252,1213.38
"3104","37067002901","White",0.511,2460.465
"3105","37067002903","Asian",0,0
"3106","37067002903","Black",0.186,744.93
"3107","37067002903","Other",0.273,1093.365
"3108","37067002903","White",0.542,2170.71
"3109","37067002904","Asian",0,0
"3110","37067002904","Black",0.052,101.816
"3111","37067002904","Other",0.069,135.102
"3112","37067002904","White",0.879,1721.082
"3113","37067003002","Asian",0,0
"3114","37067003002","Black",0.467,2060.871
"3115","37067003002","Other",0.095,419.235
"3116","37067003002","White",0.438,1932.894
"3117","37067003003","Asian",0.052,199.576
"3118","37067003003","Black",0.175,671.65
"3119","37067003003","Other",0.111,426.018
"3120","37067003003","White",0.663,2544.594
"3121","37067003004","Asian",0.014,51.548
"3122","37067003004","Black",0.086,316.652
"3123","37067003004","Other",0.076,279.832
"3124","37067003004","White",0.824,3033.968
"3125","37067003103","Asian",0.023,125.419
"3126","37067003103","Black",0.062,338.086
"3127","37067003103","Other",0.127,692.531
"3128","37067003103","White",0.788,4296.964
"3129","37067003105","Asian",0.01,35.9
"3130","37067003105","Black",0.11,394.9
"3131","37067003105","Other",0.054,193.86
"3132","37067003105","White",0.827,2968.93
"3133","37067003106","Asian",0,0
"3134","37067003106","Black",0.011,39.468
"3135","37067003106","Other",0.042,150.696
"3136","37067003106","White",0.946,3394.248
"3137","37067003107","Asian",0.001,4.057
"3138","37067003107","Black",0.083,336.731
"3139","37067003107","Other",0.135,547.695
"3140","37067003107","White",0.781,3168.517
"3141","37067003108","Asian",0.008,30.952
"3142","37067003108","Black",0.091,352.079
"3143","37067003108","Other",0.293,1133.617
"3144","37067003108","White",0.608,2352.352
"3145","37067003201","Asian",0.015,79.14
"3146","37067003201","Black",0.19,1002.44
"3147","37067003201","Other",0.139,733.364
"3148","37067003201","White",0.656,3461.056
"3149","37067003202","Asian",0.03,130.86
"3150","37067003202","Black",0.17,741.54
"3151","37067003202","Other",0.221,964.002
"3152","37067003202","White",0.578,2521.236
"3153","37067003307","Asian",0.008,32.328
"3154","37067003307","Black",0.181,731.421
"3155","37067003307","Other",0.102,412.182
"3156","37067003307","White",0.709,2865.069
"3157","37067003308","Asian",0.019,162.051
"3158","37067003308","Black",0.131,1117.299
"3159","37067003308","Other",0.129,1100.241
"3160","37067003308","White",0.721,6149.409
"3161","37067003309","Asian",0.022,107.382
"3162","37067003309","Black",0.441,2152.521
"3163","37067003309","Other",0.194,946.914
"3164","37067003309","White",0.344,1679.064
"3165","37067003310","Asian",0.015,71.295
"3166","37067003310","Black",0.421,2001.013
"3167","37067003310","Other",0.211,1002.883
"3168","37067003310","White",0.353,1677.809
"3169","37067003311","Asian",0.028,58.072
"3170","37067003311","Black",0.236,489.464
"3171","37067003311","Other",0.099,205.326
"3172","37067003311","White",0.636,1319.064
"3173","37067003312","Asian",0.026,104.546
"3174","37067003312","Black",0.104,418.184
"3175","37067003312","Other",0.073,293.533
"3176","37067003312","White",0.798,3208.758
"3177","37067003313","Asian",0.006,8.238
"3178","37067003313","Black",0.055,75.515
"3179","37067003313","Other",0.159,218.307
"3180","37067003313","White",0.781,1072.313
"3181","37067003314","Asian",0.075,249.825
"3182","37067003314","Black",0.111,369.741
"3183","37067003314","Other",0.118,393.058
"3184","37067003314","White",0.696,2318.376
"3185","37067003315","Asian",0,0
"3186","37067003315","Black",0.071,245.589
"3187","37067003315","Other",0.163,563.817
"3188","37067003315","White",0.766,2649.594
"3189","37067003402","Asian",0,0
"3190","37067003402","Black",0.066,208.626
"3191","37067003402","Other",0.116,366.676
"3192","37067003402","White",0.818,2585.698
"3193","37067003403","Asian",0.006,15.198
"3194","37067003403","Black",0.348,881.484
"3195","37067003403","Other",0.404,1023.332
"3196","37067003403","White",0.242,612.986
"3197","37067003404","Asian",0.002,8.706
"3198","37067003404","Black",0.398,1732.494
"3199","37067003404","Other",0.455,1980.615
"3200","37067003404","White",0.145,631.185
"3201","37067003500","Asian",0.011,88
"3202","37067003500","Black",0.304,2432
"3203","37067003500","Other",0.343,2744
"3204","37067003500","White",0.342,2736
"3205","37067003600","Asian",0.014,106.106
"3206","37067003600","Black",0.209,1584.011
"3207","37067003600","Other",0.361,2736.019
"3208","37067003600","White",0.415,3145.285
"3209","37067003701","Asian",0.053,238.235
"3210","37067003701","Black",0.373,1676.635
"3211","37067003701","Other",0.214,961.93
"3212","37067003701","White",0.36,1618.2
"3213","37067003702","Asian",0,0
"3214","37067003702","Black",0.23,1340.67
"3215","37067003702","Other",0.298,1737.042
"3216","37067003702","White",0.473,2757.117
"3217","37067003703","Asian",0.019,160.93
"3218","37067003703","Black",0.335,2837.45
"3219","37067003703","Other",0.124,1050.28
"3220","37067003703","White",0.522,4421.34
"3221","37067003803","Asian",0.005,23.35
"3222","37067003803","Black",0.294,1372.98
"3223","37067003803","Other",0.194,905.98
"3224","37067003803","White",0.506,2363.02
"3225","37067003804","Asian",0.038,170.126
"3226","37067003804","Black",0.133,595.441
"3227","37067003804","Other",0.058,259.666
"3228","37067003804","White",0.77,3447.29
"3229","37067003805","Asian",0.063,412.02
"3230","37067003805","Black",0.187,1222.98
"3231","37067003805","Other",0.162,1059.48
"3232","37067003805","White",0.587,3838.98
"3233","37067003806","Asian",0.066,237.6
"3234","37067003806","Black",0.152,547.2
"3235","37067003806","Other",0.131,471.6
"3236","37067003806","White",0.65,2340
"3237","37067003903","Asian",0.018,75.006
"3238","37067003903","Black",0.308,1283.436
"3239","37067003903","Other",0.17,708.39
"3240","37067003903","White",0.505,2104.335
"3241","37067003904","Asian",0.068,418.608
"3242","37067003904","Black",0.151,929.556
"3243","37067003904","Other",0.087,535.572
"3244","37067003904","White",0.694,4272.264
"3245","37067003905","Asian",0.052,235.56
"3246","37067003905","Black",0.16,724.8
"3247","37067003905","Other",0.123,557.19
"3248","37067003905","White",0.664,3007.92
"3249","37067003906","Asian",0.057,212.553
"3250","37067003906","Black",0.015,55.935
"3251","37067003906","Other",0.064,238.656
"3252","37067003906","White",0.864,3221.856
"3253","37067003908","Asian",0.038,138.586
"3254","37067003908","Black",0.054,196.938
"3255","37067003908","Other",0.044,160.468
"3256","37067003908","White",0.863,3147.361
"3257","37067003909","Asian",0.02,76.3
"3258","37067003909","Black",0.109,415.835
"3259","37067003909","Other",0.068,259.42
"3260","37067003909","White",0.804,3067.26
"3261","37067004005","Asian",0.012,55.608
"3262","37067004005","Black",0.059,273.406
"3263","37067004005","Other",0.063,291.942
"3264","37067004005","White",0.868,4022.312
"3265","37067004007","Asian",0.065,522.34
"3266","37067004007","Black",0.06,482.16
"3267","37067004007","Other",0.121,972.356
"3268","37067004007","White",0.754,6059.144
"3269","37067004009","Asian",0.007,32.865
"3270","37067004009","Black",0.196,920.22
"3271","37067004009","Other",0.054,253.53
"3272","37067004009","White",0.742,3483.69
"3273","37067004010","Asian",0.107,496.587
"3274","37067004010","Black",0.034,157.794
"3275","37067004010","Other",0.121,561.561
"3276","37067004010","White",0.739,3429.699
"3277","37067004011","Asian",0,0
"3278","37067004011","Black",0.084,503.244
"3279","37067004011","Other",0.028,167.748
"3280","37067004011","White",0.888,5320.008
"3281","37067004012","Asian",0.062,356.252
"3282","37067004012","Black",0.067,384.982
"3283","37067004012","Other",0.118,678.028
"3284","37067004012","White",0.752,4320.992
"3285","37067004013","Asian",0.056,208.88
"3286","37067004013","Black",0.057,212.61
"3287","37067004013","Other",0.201,749.73
"3288","37067004013","White",0.685,2555.05
"3289","37067004014","Asian",0.051,179.163
"3290","37067004014","Black",0.016,56.208
"3291","37067004014","Other",0.051,179.163
"3292","37067004014","White",0.883,3101.979
"3293","37067004015","Asian",0.019,90.82
"3294","37067004015","Black",0.046,219.88
"3295","37067004015","Other",0.215,1027.7
"3296","37067004015","White",0.72,3441.6
"3297","37067004102","Asian",0.003,8.469
"3298","37067004102","Black",0.068,191.964
"3299","37067004102","Other",0.074,208.902
"3300","37067004102","White",0.854,2410.842
"3301","37067004103","Asian",0.037,176.342
"3302","37067004103","Black",0.111,529.026
"3303","37067004103","Other",0.06,285.96
"3304","37067004103","White",0.793,3779.438
"3305","37067004104","Asian",0.021,87.759
"3306","37067004104","Black",0.147,614.313
"3307","37067004104","Other",0.071,296.709
"3308","37067004104","White",0.761,3180.219
"3309","37069060100","Asian",0,0
"3310","37069060100","Black",0.355,1838.9
"3311","37069060100","Other",0.086,445.48
"3312","37069060100","White",0.559,2895.62
"3313","37069060200","Asian",0.012,39.588
"3314","37069060200","Black",0.158,521.242
"3315","37069060200","Other",0.071,234.229
"3316","37069060200","White",0.758,2500.642
"3317","37069060301","Asian",0.007,38.577
"3318","37069060301","Black",0.476,2623.236
"3319","37069060301","Other",0.062,341.682
"3320","37069060301","White",0.456,2513.016
"3321","37069060302","Asian",0,0
"3322","37069060302","Black",0.603,1358.559
"3323","37069060302","Other",0.119,268.107
"3324","37069060302","White",0.277,624.081
"3325","37069060401","Asian",0,0
"3326","37069060401","Black",0.28,834.4
"3327","37069060401","Other",0.175,521.5
"3328","37069060401","White",0.545,1624.1
"3329","37069060403","Asian",0,0
"3330","37069060403","Black",0.198,491.04
"3331","37069060403","Other",0.142,352.16
"3332","37069060403","White",0.661,1639.28
"3333","37069060404","Asian",0.018,38.232
"3334","37069060404","Black",0.606,1287.144
"3335","37069060404","Other",0.102,216.648
"3336","37069060404","White",0.273,579.852
"3337","37069060501","Asian",0.012,104.316
"3338","37069060501","Black",0.185,1608.205
"3339","37069060501","Other",0.122,1060.546
"3340","37069060501","White",0.681,5919.933
"3341","37069060502","Asian",0.003,27.558
"3342","37069060502","Black",0.107,982.902
"3343","37069060502","Other",0.1,918.6
"3344","37069060502","White",0.79,7256.94
"3345","37069060601","Asian",0,0
"3346","37069060601","Black",0.217,701.344
"3347","37069060601","Other",0.083,268.256
"3348","37069060601","White",0.699,2259.168
"3349","37069060602","Asian",0.003,20.541
"3350","37069060602","Black",0.139,951.733
"3351","37069060602","Other",0.091,623.077
"3352","37069060602","White",0.767,5251.649
"3353","37069060701","Asian",0,0
"3354","37069060701","Black",0.239,323.367
"3355","37069060701","Other",0.291,393.723
"3356","37069060701","White",0.469,634.557
"3357","37069060702","Asian",0,0
"3358","37069060702","Black",0.303,715.989
"3359","37069060702","Other",0.106,250.478
"3360","37069060702","White",0.59,1394.17
"3361","37069060703","Asian",0.017,42.296
"3362","37069060703","Black",0.043,106.984
"3363","37069060703","Other",0.001,2.488
"3364","37069060703","White",0.938,2333.744
"3365","37069060801","Asian",0,0
"3366","37069060801","Black",0.219,944.547
"3367","37069060801","Other",0.243,1048.059
"3368","37069060801","White",0.538,2320.394
"3369","37069060802","Asian",0,0
"3370","37069060802","Black",0.127,672.592
"3371","37069060802","Other",0.257,1361.072
"3372","37069060802","White",0.616,3262.336
"3373","37071030103","Asian",0,0
"3374","37071030103","Black",0.061,79.544
"3375","37071030103","Other",0.024,31.296
"3376","37071030103","White",0.915,1193.16
"3377","37071030104","Asian",0.2,426
"3378","37071030104","Black",0.009,19.17
"3379","37071030104","Other",0.034,72.42
"3380","37071030104","White",0.756,1610.28
"3381","37071030105","Asian",0.017,54.026
"3382","37071030105","Black",0.195,619.71
"3383","37071030105","Other",0.01,31.78
"3384","37071030105","White",0.778,2472.484
"3385","37071030106","Asian",0,0
"3386","37071030106","Black",0.259,288.267
"3387","37071030106","Other",0,0
"3388","37071030106","White",0.741,824.733
"3389","37071030205","Asian",0.011,45.529
"3390","37071030205","Black",0.045,186.255
"3391","37071030205","Other",0.053,219.367
"3392","37071030205","White",0.891,3687.849
"3393","37071030206","Asian",0.006,14.85
"3394","37071030206","Black",0.25,618.75
"3395","37071030206","Other",0.138,341.55
"3396","37071030206","White",0.606,1499.85
"3397","37071030207","Asian",0,0
"3398","37071030207","Black",0.066,66.66
"3399","37071030207","Other",0.018,18.18
"3400","37071030207","White",0.916,925.16
"3401","37071030208","Asian",0,0
"3402","37071030208","Black",0.016,9.68
"3403","37071030208","Other",0,0
"3404","37071030208","White",0.984,595.32
"3405","37071030209","Asian",0.031,55.428
"3406","37071030209","Black",0.029,51.852
