"GEOID","percent","pop_size","race_ethnicity"
6053000300,0.692,3323,"latino"
6053000400,0.824,6814,"latino"
6053000501,0.974,5142,"latino"
6053000502,0.887,4268,"latino"
6059099242,0.266,965,"latino"
6059099243,0.09,366,"latino"
6059099244,0.126,459,"latino"
6059099245,0.103,265,"latino"
6059099246,0.132,416,"latino"
6059099247,0.355,1007,"latino"
6059099248,0.658,3516,"latino"
6059099249,0.859,3324,"latino"
6059099250,0.253,867,"latino"
6059099251,0.202,1135,"latino"
6059099305,0.293,2090,"latino"
6059099306,0.149,912,"latino"
6059099307,0.106,262,"latino"
6059099308,0.096,588,"latino"
6059099309,0.154,718,"latino"
6059099310,0.137,570,"latino"
6059099311,0.118,404,"latino"
6059099402,0.657,5356,"latino"
6059099404,0.16,712,"latino"
6059099405,0.197,833,"latino"
6059099406,0.129,625,"latino"
6059099407,0.149,328,"latino"
6059099408,0.162,701,"latino"
6059099410,0.286,1306,"latino"
6059099411,0.407,2278,"latino"
6059099412,0.204,1022,"latino"
6059099415,0.096,474,"latino"
6059099416,0.262,1597,"latino"
6059099417,0.106,544,"latino"
6059099418,0.158,617,"latino"
6059099419,0.258,1078,"latino"
6059099502,0.338,268,"latino"
6059099504,0.06,221,"latino"
6059099506,0.109,104,"latino"
6059099508,0.217,1082,"latino"
6059099509,0.081,266,"latino"
6059099510,0.081,362,"latino"
6059099511,0.152,412,"latino"
6059099512,0.134,364,"latino"
6059099513,0.148,242,"latino"
6059099514,0.102,578,"latino"
6059099601,0.289,2170,"latino"
6059099602,0.276,820,"latino"
6059099603,0.141,924,"latino"
6059099604,0.099,397,"latino"
6065941100,0.076,171,"latino"
6065941200,0.089,250,"latino"
6065941300,0.19,588,"latino"
6065941400,0.316,1190,"latino"
6065941500,0.427,2290,"latino"
6065980004,NA,NA,"latino"
6065981000,0.583,3940,"latino"
6067000100,0.141,569,"latino"
6067000200,0.155,575,"latino"
6067000300,0.126,441,"latino"
6067000400,0.205,792,"latino"
6067000501,0.235,499,"latino"
6067000502,0.242,380,"latino"
6067000600,0.253,333,"latino"
6067000700,0.175,502,"latino"
6067000800,0.177,309,"latino"
6067001102,0.263,381,"latino"
6067001103,0.181,248,"latino"
6067001201,0.167,309,"latino"
6067001202,0.287,610,"latino"
6067001300,0.193,652,"latino"
6067001400,0.168,413,"latino"
6067001500,0.091,442,"latino"
6067001601,0.27,971,"latino"
6067001602,0.163,391,"latino"
6067001701,0.274,520,"latino"
6067001702,0.076,268,"latino"
6067001800,0.19,1067,"latino"
6067001900,0.191,613,"latino"
6067002000,0.235,643,"latino"
6067002100,0.233,539,"latino"
6067002200,0.215,1092,"latino"
6067002300,0.162,569,"latino"
6067002400,0.207,1058,"latino"
6067002500,0.127,234,"latino"
6067002600,0.155,398,"latino"
6067002700,0.264,980,"latino"
6067002800,0.412,1474,"latino"
6067002900,0.189,1012,"latino"
6067003001,0.512,1466,"latino"
6067003002,0.213,833,"latino"
6067003101,0.618,2165,"latino"
6067003102,0.363,1124,"latino"
6067003202,0.409,2047,"latino"
6067003203,0.253,796,"latino"
6071009122,0.511,2997,"latino"
6071009123,0.6,2215,"latino"
6071009124,0.764,3952,"latino"
6071009125,0.677,3761,"latino"
6071009126,0.413,2289,"latino"
6071009127,0.521,4461,"latino"
6071009128,0.569,2805,"latino"
6071009129,0.667,4359,"latino"
6071009130,0.716,3049,"latino"
6071009131,0.694,3865,"latino"
6071009132,0.591,1370,"latino"
6071009133,0.615,5293,"latino"
6071009134,0.07,46,"latino"
6071009135,0.599,2800,"latino"
6071009136,0.516,3002,"latino"
6071009137,0.633,2034,"latino"
6071009138,0.545,2748,"latino"
6071009139,0.6,3001,"latino"
6071009201,0.174,795,"latino"
6071009202,0.173,248,"latino"
6071009300,0.4,346,"latino"
6071009400,0.464,1664,"latino"
6071009501,0.431,1635,"latino"
6071009502,0.306,1524,"latino"
6071009708,0.248,1402,"latino"
6071009709,0.56,4121,"latino"
6071009712,0.403,2393,"latino"
6071009713,0.455,3031,"latino"
6071009714,0.406,1564,"latino"
6071009717,0.408,1814,"latino"
6071009718,0.097,329,"latino"
6071009719,0.359,1091,"latino"
6071009720,0.629,1274,"latino"
6071009721,0.42,2647,"latino"
6071009722,0.266,808,"latino"
6071009723,0.431,2510,"latino"
6071009724,0.243,1014,"latino"
6071009725,0.33,1825,"latino"
6071009726,0.368,1154,"latino"
6071009727,0.451,2259,"latino"
6071009800,0.631,3521,"latino"
6071009906,0.538,3123,"latino"
6071009908,0.515,2374,"latino"
6073018000,0.149,538,"latino"
6073018101,0.222,709,"latino"
6073018102,0.222,571,"latino"
6073018201,0.408,1133,"latino"
6073018202,0.597,2143,"latino"
6073018301,0.177,150,"latino"
6073018302,0.148,197,"latino"
6073018400,0.37,1246,"latino"
6073018504,0.192,1233,"latino"
6073018509,0.665,3794,"latino"
6073018510,0.447,1233,"latino"
6073018511,0.429,2027,"latino"
6073018512,0.274,1015,"latino"
6073018515,0.134,729,"latino"
6073018516,0.438,1719,"latino"
6073018517,0.27,1178,"latino"
6073018518,0.697,2713,"latino"
6073018519,0.651,3881,"latino"
6073018520,0.546,2834,"latino"
6073018521,0.287,1501,"latino"
6073018522,0.315,1546,"latino"
6073018523,0.266,1275,"latino"
6073018524,0.312,1365,"latino"
6073018525,0.306,1403,"latino"
6073018601,0.318,1607,"latino"
6073018608,0.226,743,"latino"
6073018609,0.662,4294,"latino"
6073018612,0.344,1623,"latino"
6073018613,0.307,1210,"latino"
6073018615,0.775,2504,"latino"
6073018616,0.655,2208,"latino"
6073018617,0.447,1563,"latino"
6073018618,0.741,3117,"latino"
6073018619,0.186,983,"latino"
6073018620,0.611,1566,"latino"
6073018621,0.41,816,"latino"
6073018622,0.423,2062,"latino"
6073018700,0.296,11314,"latino"
6073018801,0.234,881,"latino"
6073018803,0.275,1238,"latino"
6073018804,0.129,651,"latino"
6073018805,0.141,515,"latino"
6073018903,0.571,3261,"latino"
6073018904,0.615,3673,"latino"
6081601700,0.235,1032,"latino"
6081601800,0.224,1399,"latino"
6081601901,0.338,1376,"latino"
6081601902,0.282,1647,"latino"
6081602001,0.296,1204,"latino"
6081602002,0.42,1708,"latino"
6081602100,0.597,2016,"latino"
6081602201,0.496,2418,"latino"
6081602202,0.658,2076,"latino"
6081602300,0.413,1865,"latino"
6081602400,0.217,1650,"latino"
6081602500,0.117,630,"latino"
6081602601,0.059,242,"latino"
6081602602,0.219,944,"latino"
6081602700,0.176,1043,"latino"
6081602800,0.265,1291,"latino"
6081602900,0.214,798,"latino"
6081603000,0.176,799,"latino"
6081603100,0.188,625,"latino"
6081603200,0.151,567,"latino"
6081603300,0.094,628,"latino"
6081603400,0.236,1364,"latino"
6081603700,0.217,1201,"latino"
6081603801,0.172,398,"latino"
6081603802,0.149,825,"latino"
6081603900,0.225,1319,"latino"
6081604000,0.28,927,"latino"
6081604102,0.147,436,"latino"
6081604103,0.505,2191,"latino"
6081604104,0.597,2376,"latino"
6081604200,0.555,2344,"latino"
6081604400,0.184,1016,"latino"
6081604500,0.165,611,"latino"
6081604600,0.048,125,"latino"
6081604700,0.067,187,"latino"
6081604800,0.097,527,"latino"
6081604900,0.149,452,"latino"
6081605000,0.043,346,"latino"
6081605100,0.123,394,"latino"
6081605200,0.055,196,"latino"
6081605300,0.105,518,"latino"
6081605400,0.198,1325,"latino"
6081605501,0.242,749,"latino"
6081605502,0.143,390,"latino"
6087110602,0.747,2426,"latino"
6087110700,0.769,2279,"latino"
6087120200,0.145,714,"latino"
6087120301,0.141,645,"latino"
6087120302,0.09,349,"latino"
6087120400,0.103,506,"latino"
6087120500,0.133,786,"latino"
6087120600,0.105,460,"latino"
6087120700,0.084,360,"latino"
6087120800,0.108,640,"latino"
6087120901,0.131,511,"latino"
6087120902,0.129,652,"latino"
6087121000,0.046,147,"latino"
6087121100,0.219,700,"latino"
6087121200,0.05,339,"latino"
6087121300,0.285,1261,"latino"
6087121401,0.293,757,"latino"
6087121402,0.339,1595,"latino"
6087121403,0.261,786,"latino"
6087121501,0.081,233,"latino"
6087121502,0.375,936,"latino"
6087121601,0.207,809,"latino"
6087121602,0.187,518,"latino"
6087121701,0.231,995,"latino"
6087121702,0.296,1042,"latino"
6087121801,0.063,110,"latino"
6087121802,0.288,643,"latino"
6087122001,0.13,696,"latino"
6087122002,0.069,204,"latino"
6087122004,0.091,264,"latino"
6087122005,0.232,1036,"latino"
6087122100,0.11,376,"latino"
6087122202,0.138,335,"latino"
6087122203,0.18,767,"latino"
6087122204,0.142,471,"latino"
6087122205,0.023,59,"latino"
6087122300,0.319,1287,"latino"
6087122401,0.041,101,"latino"
6087122402,0.297,1249,"latino"
6087122500,0.833,5801,"latino"
6087123100,0.618,2044,"latino"
6087123300,0.564,853,"latino"
6087990100,NA,NA,"latino"
6089010100,0.069,126,"latino"
6111005909,0.102,394,"latino"
6111005910,0.066,116,"latino"
6111005911,0.157,583,"latino"
6111006000,0.168,835,"latino"
6111006101,0.04,175,"latino"
6111006102,0.613,2703,"latino"
6111006200,0.081,255,"latino"
6111006301,0.147,911,"latino"
6111006302,0.196,680,"latino"
6111006400,0.178,1199,"latino"
6111006500,0.284,1129,"latino"
6111006600,0.122,520,"latino"
6111006700,0.143,440,"latino"
6111006800,0.26,1027,"latino"
6111006900,0.28,1209,"latino"
6111007000,0.439,1694,"latino"
6111007100,0.426,2925,"latino"
6111007201,0.135,518,"latino"
6111007202,0.09,385,"latino"
6111007300,0.056,119,"latino"
6111007402,0.053,326,"latino"
6111007403,0.056,319,"latino"
6111007405,0.139,803,"latino"
6111007406,0.044,92,"latino"
6111007505,0.255,819,"latino"
6111007506,0.204,1393,"latino"
6111007507,0.113,786,"latino"
6111007508,0.246,964,"latino"
6111007509,0.074,316,"latino"
6111007510,0.13,743,"latino"
6111007511,0.105,283,"latino"
6111007512,0.178,1045,"latino"
6111007513,0.02,33,"latino"
6111007515,0.123,437,"latino"
6111007516,0.168,599,"latino"
6111007607,0.151,982,"latino"
6111007609,0.161,397,"latino"
6111007610,0.177,867,"latino"
6111007611,0.84,3608,"latino"
6111007612,0.379,1781,"latino"
6111007613,0.223,1036,"latino"
6111007614,0.322,2527,"latino"
6111007700,0.291,1710,"latino"
6111007800,0.398,1729,"latino"
6111007901,0.432,2299,"latino"
6013345117,0.095,433,"latino"
6013345118,0.088,310,"latino"
6013345203,0.087,589,"latino"
6013345204,0.098,307,"latino"
6013345205,0.09,494,"latino"
6013345206,0.096,354,"latino"
6013346101,0.043,145,"latino"
6013346102,0.057,297,"latino"
6013346203,0.036,147,"latino"
6013346204,0.052,409,"latino"
6013346205,0,0,"latino"
6013346206,0.127,416,"latino"
6013347000,0.068,452,"latino"
6013348000,0.032,149,"latino"
6013349000,0.059,342,"latino"
6013350000,0.124,757,"latino"
6013351101,0.006,16,"latino"
6013351103,0.012,23,"latino"
6013351104,0.028,48,"latino"
6013351105,0.008,15,"latino"
6013351200,0.036,200,"latino"
6013352101,0.123,453,"latino"
6013352102,0.084,437,"latino"
6013352201,0.059,357,"latino"
6013352202,0.024,62,"latino"
6013353001,0.037,158,"latino"
6013353002,0.056,236,"latino"
6013354001,0.032,75,"latino"
6013354002,0.073,533,"latino"
6013355107,0.341,1997,"latino"
6013355109,0.307,2378,"latino"
6013355110,0.236,1025,"latino"
6013355111,0.325,2058,"latino"
6013355112,0.09,530,"latino"
6013355113,0.054,295,"latino"
6013355115,0.072,716,"latino"
6013355118,0.267,998,"latino"
6013355119,0.14,671,"latino"
6013355120,0.242,934,"latino"
6013355121,0.057,374,"latino"
6013355122,0.069,389,"latino"
6013355123,0.017,60,"latino"
6013355124,0.011,52,"latino"
6029006303,0.946,5002,"latino"
6029006304,0.979,3709,"latino"
6029006403,0.927,5839,"latino"
6029006404,0.925,3367,"latino"
6029006405,0.972,2699,"latino"
6029006406,0.963,3790,"latino"
6029006500,0.45,2164,"latino"
6029006600,0.716,3175,"latino"
6031000100,0.362,1087,"latino"
6031000200,0.413,926,"latino"
6031000402,0.435,2570,"latino"
6031000403,0.507,2512,"latino"
6031000405,0.555,3536,"latino"
6031000406,0.44,1696,"latino"
6031000407,0.317,2349,"latino"
6031000500,0.711,3880,"latino"
6031000602,0.223,1315,"latino"
6031000603,0.337,981,"latino"
6031000604,0.374,3011,"latino"
6031000701,0.358,2005,"latino"
6031000702,0.444,1953,"latino"
6031000800,0.632,3305,"latino"
6031000901,0.489,1862,"latino"
6031000902,0.606,2320,"latino"
6031001001,0.335,1700,"latino"
6031001002,0.785,3511,"latino"
6031001003,0.725,4865,"latino"
6031001100,0.78,4965,"latino"
6031001200,0.472,1076,"latino"
6031001300,0.846,3793,"latino"
6031001401,0.917,2285,"latino"
6031001402,0.782,1731,"latino"
6031001500,0.8,3880,"latino"
6031001601,0.662,2895,"latino"
6031001702,0.953,5254,"latino"
6031001703,0.943,5074,"latino"
6031980000,0.186,1245,"latino"
6029006301,0.92,3465,"latino"
6031980100,0.483,4384,"latino"
6031981800,0.576,1721,"latino"
6033000100,0.134,464,"latino"
6033000300,0.2,814,"latino"
6033000401,0.22,637,"latino"
6033000402,0.163,461,"latino"
6033000501,0.196,568,"latino"
6033000502,0.186,485,"latino"
6037209104,0.798,1986,"latino"
6037209105,0.869,3038,"latino"
6037209106,0.433,1031,"latino"
6037209201,0.144,437,"latino"
6037209202,0.629,1020,"latino"
6037209300,0.699,3229,"latino"
6037209401,0.706,2793,"latino"
6037209402,0.894,3631,"latino"
6037209403,0.7,3094,"latino"
6037209510,0.659,1941,"latino"
6037209520,0.846,2266,"latino"
6037209810,0.746,1974,"latino"
6037209820,0.923,2530,"latino"
6037210010,0.819,2732,"latino"
6037211000,0.142,739,"latino"
6037211121,0.374,833,"latino"
6037211122,0.348,957,"latino"
6037211123,0.147,222,"latino"
6037211124,0.298,1279,"latino"
6037211201,0.634,1650,"latino"
6037211202,0.668,1559,"latino"
6037211310,0.653,2290,"latino"
6037211320,0.509,1730,"latino"
6037211410,0.365,1101,"latino"
6037211420,0.508,1753,"latino"
6037211500,0.217,883,"latino"
6037211701,0.132,338,"latino"
6037211703,0.342,1569,"latino"
6037211704,0.248,671,"latino"
6037211802,0.383,1707,"latino"
6037211803,0.163,542,"latino"
6037211804,0.26,809,"latino"
6037211910,0.497,2025,"latino"
6037211921,0.502,1135,"latino"
6037211922,0.526,1933,"latino"
6037212101,0.201,541,"latino"
6037212102,0.229,589,"latino"
6037212202,0.647,2108,"latino"
6037212203,0.523,1348,"latino"
6037212204,0.676,1993,"latino"
6037212303,0.642,2530,"latino"
6037212304,0.665,1065,"latino"
6037212305,0.716,1991,"latino"
6037406702,0.523,3413,"latino"
6037406801,0.647,3260,"latino"
6037406903,0.746,6028,"latino"
6037407001,0.89,5177,"latino"
6037407002,0.86,2964,"latino"
6037407101,0.894,4164,"latino"
6037407102,0.81,4545,"latino"
6037407201,0.819,2979,"latino"
6037407202,0.759,2479,"latino"
6037407301,0.728,3126,"latino"
6037407302,0.824,2913,"latino"
6037407400,0.451,915,"latino"
6037407501,0.691,2910,"latino"
6037407502,0.848,3346,"latino"
6037407601,0.785,3203,"latino"
6037407602,0.794,3423,"latino"
6037407701,0.761,3260,"latino"
6037407702,0.726,4852,"latino"
6037407801,0.648,3434,"latino"
6037407802,0.685,2095,"latino"
6037407901,0.707,3105,"latino"
6037407902,0.435,731,"latino"
6037408003,0.58,2686,"latino"
6037408004,0.414,1059,"latino"
6037408005,0.41,2239,"latino"
6037408006,0.392,1454,"latino"
6037408133,0.478,2931,"latino"
6037408134,0.267,756,"latino"
6037408135,0.399,1754,"latino"
6037408136,0.432,1581,"latino"
6037408137,0.437,1887,"latino"
6037408138,0.883,4758,"latino"
6037408139,0.927,4335,"latino"
6037408140,0.881,3534,"latino"
6037408141,0.794,3720,"latino"
6037408212,0.321,1584,"latino"
6037408213,0.261,1614,"latino"
6037408301,0.847,5005,"latino"
6037408302,0.789,2877,"latino"
6037408303,0.763,3343,"latino"
6037408401,0.649,2970,"latino"
6037408402,0.563,3585,"latino"
6037408503,0.339,2315,"latino"
6037574901,0.236,908,"latino"
6037574902,0.191,1078,"latino"
6037575001,0.345,1482,"latino"
6037575002,0.267,1201,"latino"
6037575101,0.558,2349,"latino"
6037575102,0.634,2749,"latino"
6037575103,0.526,2756,"latino"
6037575201,0.566,2822,"latino"
6037575202,0.678,2611,"latino"
6037575300,0.65,2846,"latino"
6037575401,0.782,3686,"latino"
6037575402,0.837,3246,"latino"
6037575801,0.766,1739,"latino"
6037575802,0.737,3811,"latino"
6037575803,0.618,1962,"latino"
6037575901,0.473,1738,"latino"
6037575902,0.32,1585,"latino"
6037576001,0.154,797,"latino"
6037576200,0.318,1606,"latino"
6037576301,0.511,2386,"latino"
6037576302,0.541,1795,"latino"
6037576401,0.697,3191,"latino"
6037576402,0.695,3308,"latino"
6037576403,0.588,3118,"latino"
6037576501,0.428,1364,"latino"
6037576502,0.523,2673,"latino"
6037576503,0.408,1648,"latino"
6037576601,0.301,1172,"latino"
6037576602,0.284,1385,"latino"
6037576700,0.21,865,"latino"
6037576801,0.435,1644,"latino"
6037576802,0.298,1204,"latino"
6037576901,0.514,2655,"latino"
6037576903,0.574,1935,"latino"
6037576904,0.436,1351,"latino"
6037577000,0.266,1842,"latino"
6037577100,0.248,1802,"latino"
6037577200,0.229,1352,"latino"
6037577300,0.173,999,"latino"
6037577400,0.172,515,"latino"
6037577501,0.116,390,"latino"
6037577504,0.103,137,"latino"
6037577602,0.105,319,"latino"
6053000600,0.983,7026,"latino"
6053000701,0.99,5638,"latino"
6053000702,0.979,6389,"latino"
6053000800,0.982,5744,"latino"
6053000900,0.951,5405,"latino"
6053001200,0.42,1365,"latino"
6053001300,0.863,2195,"latino"
6053001400,0.471,1411,"latino"
6053001500,0.576,3734,"latino"
6053001600,0.49,1394,"latino"
6053001700,0.698,3087,"latino"
6053001801,0.623,2809,"latino"
6053001802,0.767,4195,"latino"
6053010101,0.84,4153,"latino"
6053010102,0.537,1445,"latino"
6053010202,0.591,2444,"latino"
6053010305,0.45,2150,"latino"
6053010306,0.423,431,"latino"
6053010400,0.872,5812,"latino"
6053010501,0.542,4168,"latino"
6053010504,0.768,4059,"latino"
6053010505,0.827,4663,"latino"
6053010506,0.801,4389,"latino"
6053010603,0.676,5768,"latino"
6053010604,0.866,5283,"latino"
6053010605,0.891,4391,"latino"
6053010606,0.842,5469,"latino"
6053010607,0.951,4179,"latino"
6053010608,0.807,2831,"latino"
6053010702,0.106,354,"latino"
6053010804,0.94,5333,"latino"
6053010900,0.453,3846,"latino"
6053011001,0.059,201,"latino"
6053011002,0.191,457,"latino"
6053011101,0.555,383,"latino"
6053011103,0.955,4476,"latino"
6053011104,0.893,4271,"latino"
6053011105,0.923,5488,"latino"
6053011106,0.628,779,"latino"
6053011202,0.865,6922,"latino"
6053011203,0.952,6786,"latino"
6053011204,0.949,3970,"latino"
6053011302,0.889,5337,"latino"
6053011303,0.549,2260,"latino"
6053011305,0.855,3438,"latino"
6059099605,0.148,823,"latino"
6059099701,0.277,1814,"latino"
6059099702,0.154,1279,"latino"
6059099703,0.137,777,"latino"
6059099801,0.426,2667,"latino"
6059099802,0.399,1840,"latino"
6059099803,0.162,955,"latino"
6059099902,0.409,1823,"latino"
6059099903,0.353,1980,"latino"
6059099904,0.316,1813,"latino"
6059099905,0.427,1457,"latino"
6059099906,0.184,980,"latino"
6059110001,0.153,695,"latino"
6059110003,0.174,505,"latino"
6059110004,0.15,693,"latino"
6059110005,0.174,549,"latino"
6059110006,0.103,331,"latino"
6059110007,0.166,893,"latino"
6059110008,0.152,739,"latino"
6059110010,0.158,680,"latino"
